rank,risk_id,cluster_id,title,risk_category,business_function,event_type,primary_asset_or_service,score_used,likelihood_used,impact_used,risk_score_baseline,risk_score_adjusted,evidence_strength,confidence,internal_signals_used,internal_outage_refs,recommended_actions_top,framework_mapping,executive_summary,impact_narrative,evidence_count,start_date,end_date,publishers,urls_sample,impact_keywords,entity_summary,cluster_summary
51,RISK-OUTAGE_APPLICATION-UNKNOWN-EF219986,CL-000153,Critical application outage disrupts business operations,Technology,Network Infrastructure,OUTAGE_APPLICATION,UNKNOWN,15,3,5,8,15,Weak,Medium,True,INC-0004,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,Risk signal (Weak): OUTAGE_APPLICATION affecting UNKNOWN in Network Infrastructure. Evidence window: 2026-03-02 to 2026-03-02 across 1 source(s). Representative sources: Amazon Web Services Power Outage in Middle East Disrupts EC2 and Core Networking Services - cyberpress.org,"OUTAGE_APPLICATION affecting UNKNOWN can disrupt Network Infrastructure, causing operational delays and recovery complications.",1,2026-03-02,2026-03-02,cyberpress.org,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE5lenlnbHc2aHJEWmwzUE9fdVk2OE8teTNlOEpvWElTcnFKUDlsVFhVSE9LUTlEQXdRajB4cC00TkFJc3RPQVd2aGNWa05ZNzNqSmNaY3JCdmFqeUJVMFI3bEtQWE5ZWjA?oc=5,outage,,OUTAGE_APPLICATION affecting UNKNOWN in Network Infrastructure.
52,RISK-OUTAGE_APPLICATION-UNKNOWN-E696CE94,CL-000161,Critical application outage disrupts business operations,Technology,Identity & Access Management,OUTAGE_APPLICATION,UNKNOWN,15,3,5,8,15,Weak,Medium,True,INC-0001,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,Risk signal (Weak): OUTAGE_APPLICATION affecting UNKNOWN in Identity & Access Management. Evidence window: 2026-03-03 to 2026-03-03 across 1 source(s). Representative sources: Global outage cripples Claude AI access - MSN,"OUTAGE_APPLICATION affecting UNKNOWN can disrupt Identity & Access Management, causing operational delays and recovery complications.",1,2026-03-03,2026-03-03,MSN,https://news.google.com/rss/articles/CBMi2AFBVV95cUxQYWtBeUtHSk11eUJpWnpvU3UyZHZzUElkTzE2Z0V1RE5CRmdKTDFiYnA0LXNOTExRNHVIaTlybkhCc3ROM0NmZ3JwUUhZZzlzNnR5dFhZVXhweGdBdk5PdUNuWDhSN1FwZHJ3Y1VRTmM2VEdmZUdvb0lScWtvQ0lCcVZacG1BTGtlN2dsQ3AwRGdTWWs5QXR0c01rUFh3azRxRjNlMDNvWUJhc3h4RjdEdFJRWlAxdkg3dkFDc3JTX2pfVEZJZmpwR2dVTlNkT0o1NlNuMTQtUm0?oc=5,outage,,OUTAGE_APPLICATION affecting UNKNOWN in Identity & Access Management.
53,RISK-OUTAGE_APPLICATION-SYSTEMS-3F520A3A,CL-000030,Critical application outage disrupts business operations,Technology,Order Processing,OUTAGE_APPLICATION,systems,12,3,4,8,12,Weak,High,True,INC-0002,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,"Risk signal (Weak): OUTAGE_APPLICATION affecting systems in Order Processing. Evidence window: 2025-08-28 to 2025-08-28 across 1 source(s). Representative sources: Managing time and attendance: Update to Kronos transition plan, system outage scheduled - Clemson News | Managing time and attendance: Update to Kronos transition plan, system outage scheduled - Clemson News","OUTAGE_APPLICATION affecting systems can disrupt Order Processing, causing operational delays and recovery complications.",1,2025-08-28,2025-08-28,Clemson News,https://news.google.com/rss/articles/CBMisAFBVV95cUxOTHJyNXhHR1lZWl9JV2pfWENfRGcyUURUblNxUzhvTUNXRF9HamZBWTMycFRIaXgzNEpOWkRQMTJYVklzNk8ySXJXVF9ucTQwbkVCbHZ4cWpGMWJOZk1yam1keG13amJrbEZ2aUVPWGVULUFsV2tIZmx2cmlYdUdsYzZQMUhvdzAzN2IzMy1ZeGFvdWNFS19JQ0lMYW1STEdnNGtTSUU1em9mOFNYVjNTcA?oc=5,outage,,OUTAGE_APPLICATION affecting systems in Order Processing.
54,RISK-OUTAGE_CLOUD_REGION-CLOUD-A6F509E2,CL-000060,Cloud region outage disrupts hosted workloads,Technology,Order Processing,OUTAGE_CLOUD_REGION,cloud,12,3,4,8,12,Weak,High,True,INC-0002,Implement multi-region failover for critical services | Run regional outage game days,NIST CP-10; NIST CP-2; ISO22301 8.4,Risk signal (Weak): OUTAGE_CLOUD_REGION affecting cloud in Order Processing. Evidence window: 2025-10-21 to 2025-10-21 across 1 source(s). Representative sources: AWS October 2025 Outage: What Financial Executives Must Learn About Cloud Risk Management - Financial Executives International,"OUTAGE_CLOUD_REGION affecting cloud can disrupt Order Processing, causing operational delays and recovery complications.",1,2025-10-21,2025-10-21,Financial Executives International,https://news.google.com/rss/articles/CBMiogFBVV95cUxQc014MEJiUzMtdGIyYkhmcndfS0wxOHU4RFY0YUQyeUx5ZTdNblRmaUFHQ01uRFgtSU5mRXRFVEc3cC1vVDZuT29WeVJGWHFYTnM4MGtiVkc3LUhXSWdxYXlxcVkzZWctZkhLSVhxQTA5VkJJNjI5X1lwNVZ1WWtVUUIyMG9aYjVsLS1ldzhJdmktRE5iOE1uM0dLN1lIeDRiU0E?oc=5,outage,,OUTAGE_CLOUD_REGION affecting cloud in Order Processing.
55,RISK-OUTAGE_APPLICATION-UNKNOWN-FEB563D0,CL-000024,Critical application outage disrupts business operations,Technology,Order Processing,OUTAGE_APPLICATION,UNKNOWN,12,3,4,8,12,Weak,Medium,True,INC-0002,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,"Risk signal (Weak): OUTAGE_APPLICATION affecting UNKNOWN in Order Processing. Evidence window: 2025-07-28 to 2025-07-28 across 1 source(s). Representative sources: Russian Airline Hit by IT Outage, Pro-Ukraine Hackers Take Credit - UNITED24 Media","OUTAGE_APPLICATION affecting UNKNOWN can disrupt Order Processing, causing operational delays and recovery complications.",1,2025-07-28,2025-07-28,UNITED24 Media,https://news.google.com/rss/articles/CBMirAFBVV95cUxNOFRwa3BELXRKVWFQUndDNEp2N1lib2FBTXp5SDYza2VPMURxdTQ1VEEtbDRHNDg0QkFCU2prODJGVVZ3SHBORVJuQk1VZXJWaFlwczlmNlFrZlVNN2dJU28za3RfVTlsSnRiTjRyV1cyZmVfcERpbjJrQlZIVmFTd3pLeDhUM3QyTUNTbFBzQkN2OHhTdlk5bWFPTGRHVXZZREVMMUtyVzEtYUFW?oc=5,outage,,OUTAGE_APPLICATION affecting UNKNOWN in Order Processing.
56,RISK-OUTAGE_APPLICATION-UNKNOWN-FEB563D0,CL-000079,Critical application outage disrupts business operations,Technology,Order Processing,OUTAGE_APPLICATION,UNKNOWN,12,3,4,8,12,Weak,Medium,True,INC-0002,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,Risk signal (Weak): OUTAGE_APPLICATION affecting UNKNOWN in Order Processing. Evidence window: 2025-11-17 to 2025-11-17 across 1 source(s). Representative sources: SAP apologizes for customer portal outage - theregister.com,"OUTAGE_APPLICATION affecting UNKNOWN can disrupt Order Processing, causing operational delays and recovery complications.",1,2025-11-17,2025-11-17,theregister.com,https://news.google.com/rss/articles/CBMiaEFVX3lxTE9TTkp4ZjFVd1B1Zm5Wekp3dmpmS19OSTYzeHhyeGtYXzZkRnZMUGFKRnRNY1NvMnBpYWE5TVRMZUM2S3N0Z2kyS3Etd1pQWDlKb19ZTzBKNVNNX0c2OEt3eHpxS3Y3NUZ6?oc=5,outage,,OUTAGE_APPLICATION affecting UNKNOWN in Order Processing.
57,RISK-OUTAGE_APPLICATION-UNKNOWN-FEB563D0,CL-000159,Critical application outage disrupts business operations,Technology,Order Processing,OUTAGE_APPLICATION,UNKNOWN,12,3,4,8,12,Weak,Medium,True,INC-0002,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,"Risk signal (Weak): OUTAGE_APPLICATION affecting UNKNOWN in Order Processing. Evidence window: 2026-03-03 to 2026-03-03 across 1 source(s). Representative sources: As Claude expands into finance, outage raises risk questions - CFO.com","OUTAGE_APPLICATION affecting UNKNOWN can disrupt Order Processing, causing operational delays and recovery complications.",1,2026-03-03,2026-03-03,CFO.com,https://news.google.com/rss/articles/CBMiuAFBVV95cUxQcjBkZ2ZOQllRRDQtVXRuMzMzQTZrYVJmeGZ6bGVuRUlBdjBicnN1QW5aUk9VLU1uWHRTU3V4N202REFMWGJaVjNmd0Z6ekowMU9Mak9IS0xjbUlEcVN0TTE5NWtKVlRUUE1zT0lZLTFnZ3QxYnNMRVBQRlpSUWFsUlZWeWVrd3JKOXYzem53UTZEZm5nX0NGenp4bG5jb1NKTHZWYjhidk14cWlpYU9jUi1DZmNMNkZU?oc=5,outage,,OUTAGE_APPLICATION affecting UNKNOWN in Order Processing.
58,RISK-SECURITY_BREACH-UNKNOWN-BBF98AB6,CL-000087,Third-party breach increases data exposure and compliance risk,Cyber,Vendor Risk,SECURITY_BREACH,UNKNOWN,8,2,4,8,,Weak,High,False,,Strengthen third-party security requirements | Improve monitoring/detection,NIST AC-3; NIST SI-4; NIST SA-9,Risk signal (Weak): SECURITY_BREACH affecting UNKNOWN in Vendor Risk. Evidence window: 2025-11-24 to 2025-11-24 across 1 source(s). Representative sources: Comcast to pay $1.5 million US fine after vendor data breach - Reuters,"SECURITY_BREACH affecting UNKNOWN can disrupt Vendor Risk, causing operational delays and recovery complications.",1,2025-11-24,2025-11-24,Reuters,https://news.google.com/rss/articles/CBMiywFBVV95cUxOcFBDWmJpR1ZpT1E4TERZSVdfWnp1MUZiNU5uM0NGeHBnOFBGOEdDcXRweS1KTGtmOHdsRUQ4aXI3RzJZT004VXdFQzVTNVR1TnV4VEpQQVhUXy1IRm83VlRJYkNOaHc3QU0xdFRZZkdrWnAyWFVYYkdhZThSTmhUN08tWDJQb19OMkIxSmRINGs4aFpRNUR1a3lHUjlkck9yRE50XzNYd3E2c3FWRGNwME5xbkc2eVlDUUhYTmJ5eUp1SlRjdGpLa1pxNA?oc=5,"breach,fine",,SECURITY_BREACH affecting UNKNOWN in Vendor Risk.
59,RISK-SECURITY_BREACH-UNKNOWN-BBF98AB6,CL-000094,Third-party breach increases data exposure and compliance risk,Cyber,Vendor Risk,SECURITY_BREACH,UNKNOWN,8,2,4,8,,Weak,High,False,,Strengthen third-party security requirements | Improve monitoring/detection,NIST AC-3; NIST SI-4; NIST SA-9,Risk signal (Weak): SECURITY_BREACH affecting UNKNOWN in Vendor Risk. Evidence window: 2025-12-01 to 2025-12-01 across 1 source(s). Representative sources: Comcast to pay $1.5M to resolve vendor data breach - Light Reading,"SECURITY_BREACH affecting UNKNOWN can disrupt Vendor Risk, causing operational delays and recovery complications.",1,2025-12-01,2025-12-01,Light Reading,https://news.google.com/rss/articles/CBMikAFBVV95cUxOMG5SSUJuaXJOZGtWbHhteHNqSW04MWprbURBY3NzUE11MGx4SUVvUnF5SmpwNEFiOWg1b0FZc2R3eGt2UGVrMkdkRWVZQ0hEeVBxeEhqb0dsTDFCZEVfeFVlSi1HYkM4LXdETXJSaUQ3UHNZWUlJeHVkLS1tcWlreUtueFdMTDIyWkM1MUlFYy0?oc=5,breach,,SECURITY_BREACH affecting UNKNOWN in Vendor Risk.
60,RISK-OUTAGE_APPLICATION-SYSTEMS-C4E87D80,CL-000099,Critical application outage disrupts business operations,Technology,Cybersecurity,OUTAGE_APPLICATION,systems,8,2,4,8,,Weak,High,False,,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,Risk signal (Weak): OUTAGE_APPLICATION affecting systems in Cybersecurity. Evidence window: 2025-12-07 to 2025-12-07 across 1 source(s). Representative sources: The Almaviva Cyber Incident: Supply-Chain Compromise and Critical Infrastructure Risks in Italy - https://debuglies.com,"OUTAGE_APPLICATION affecting systems can disrupt Cybersecurity, causing operational delays and recovery complications.",1,2025-12-07,2025-12-07,https://debuglies.com,https://news.google.com/rss/articles/CBMixwFBVV95cUxOYmZUWVdFaVhPeHZrSm1SY3liN2VLQnVGbnVCeHBOWEJNNnF2OVhHaWRjckZvcG44X05pYlhTMzdxTzZOZGRSRFplSVhEX1pWQ0RLbUQxa3pXTGMxbzhxanB4QWVBdzBxMzdEOVhRdzlaeVNjc1RuRFl2QzBpV2hSR3RZSWVDS0trckZ6dEVGakNaWDYwSlVfSEZlQlRLNm5CdmRhTThaNmt4cUpWeUxCZWU0YXluOFVGazJJTXVCYUE1cHNidHVz?oc=5,incident,,OUTAGE_APPLICATION affecting systems in Cybersecurity.
61,RISK-SECURITY_BREACH-UNKNOWN-BBF98AB6,CL-000191,Third-party breach increases data exposure and compliance risk,Cyber,Vendor Risk,SECURITY_BREACH,UNKNOWN,8,2,4,8,,Weak,High,False,,Strengthen third-party security requirements | Improve monitoring/detection,NIST AC-3; NIST SI-4; NIST SA-9,Risk signal (Weak): SECURITY_BREACH affecting UNKNOWN in Vendor Risk. Evidence window: 2026-03-17 to 2026-03-17 across 1 source(s). Representative sources: CommonSpirit Health Patients Affected by Vendor Data Breach - The HIPAA Journal,"SECURITY_BREACH affecting UNKNOWN can disrupt Vendor Risk, causing operational delays and recovery complications.",1,2026-03-17,2026-03-17,The HIPAA Journal,https://news.google.com/rss/articles/CBMihgFBVV95cUxQNG1aaEdaQVVIVkM4TzdrUnhFaFRrYWJvOTU2MXV1bVN6WDFDRkR4eHJ5Sy1FOFhpZkkyak5WWHpIVVh0NmdqRWQ3S0ZkSDI3OUcteUlZY2pfRkRHNU9oV1NucC1VUHN6ekdoMWNDeUlpWllRdkNzM0xMalY0SlNaZEo2VkRqZw?oc=5,breach,,SECURITY_BREACH affecting UNKNOWN in Vendor Risk.
62,RISK-SECURITY_BREACH-UNKNOWN-BBF98AB6,CL-000041,Third-party breach increases data exposure and compliance risk,Cyber,Vendor Risk,SECURITY_BREACH,UNKNOWN,8,2,4,8,,Weak,Medium,False,,Strengthen third-party security requirements | Improve monitoring/detection,NIST AC-3; NIST SI-4; NIST SA-9,Risk signal (Weak): SECURITY_BREACH affecting UNKNOWN in Vendor Risk. Evidence window: 2025-10-07 to 2025-10-07 across 1 source(s). Representative sources: Discord Reveals Data Breach Following Third-Party Compromise - Infosecurity Magazine,"SECURITY_BREACH affecting UNKNOWN can disrupt Vendor Risk, causing operational delays and recovery complications.",1,2025-10-07,2025-10-07,Infosecurity Magazine,https://news.google.com/rss/articles/CBMigAFBVV95cUxNZGNfTWpyVTVMMFRkM0hvUHl0MHVOM2hNMlZyMTNncE1UdTMtRlRwMzZuU3ZqZkJETHR1ZFg3LWxFb05oYkJsdzlqUkpxY0JEd08xTk9mdEc1M25zOE5tdXFfai1JaUdGcVh6N3dqNFBDUGkwelRyLUVvbFRpZFctbQ?oc=5,breach,,SECURITY_BREACH affecting UNKNOWN in Vendor Risk.
63,RISK-OUTAGE_CLOUD_REGION-CLOUD-0785DCC0,CL-000059,Cloud region outage disrupts hosted workloads,Technology,Distribution Operations,OUTAGE_CLOUD_REGION,cloud,8,2,4,8,,Weak,Medium,False,,Implement multi-region failover for critical services | Run regional outage game days,NIST CP-10; NIST CP-2; ISO22301 8.4,Risk signal (Weak): OUTAGE_CLOUD_REGION affecting cloud in Distribution Operations. Evidence window: 2025-10-21 to 2025-10-21 across 1 source(s). Representative sources: AWS Outage Highlights Cloud Dependency Risks in Supply Chains - Logistics Viewpoints,"OUTAGE_CLOUD_REGION affecting cloud can disrupt Distribution Operations, causing operational delays and recovery complications.",1,2025-10-21,2025-10-21,Logistics Viewpoints,https://news.google.com/rss/articles/CBMiqAFBVV95cUxNSWlCSnh2WWtpMncyb0tCV044MzBhMk5uclhGY2p5MmtyWFZabEx3cm1wNEJUTExNQnNYRlBCUnBlTUM2MUNCUlZqWnJSZVcyM0ZpUmVyWTRTSlMyd3gwcV8tZnd4WVdXbU0zU0FpYUZXQUh3OXZzU1BXSllUd1FkTFVXZXNlWTB1TnBrcUFLVFVhOTg2RTdhcDdqN0pBTzBaX2JVdkJ6RVY?oc=5,outage,,OUTAGE_CLOUD_REGION affecting cloud in Distribution Operations.
64,RISK-SECURITY_BREACH-UNKNOWN-BBF98AB6,CL-000092,Third-party breach increases data exposure and compliance risk,Cyber,Vendor Risk,SECURITY_BREACH,UNKNOWN,8,2,4,8,,Weak,Medium,False,,Strengthen third-party security requirements | Improve monitoring/detection,NIST AC-3; NIST SI-4; NIST SA-9,Risk signal (Weak): SECURITY_BREACH affecting UNKNOWN in Vendor Risk. Evidence window: 2025-11-27 to 2025-11-27 across 1 source(s). Representative sources: Iberia Airlines data breach: What customers need to know - Acronis,"SECURITY_BREACH affecting UNKNOWN can disrupt Vendor Risk, causing operational delays and recovery complications.",1,2025-11-27,2025-11-27,Acronis,https://news.google.com/rss/articles/CBMimgFBVV95cUxNX01hajJfbk5mWTU4MmNnUlRVaW1Oc0ZvVER3UW9lcG1oSE44bTE2OUNvTDMzZzdBbEZGbjZjQWJ5NVZLWmJHYzRqOS1qYzhjLXNydUFBSlVvV25xc1g1UlVyb2xFLTlTV01rQWZvX0x5c0xIVlM0c2pjZFcyNVlSUTNsT0JjVnVUUFl1RVY3Nlk2RGxtTlJJLU93?oc=5,breach,,SECURITY_BREACH affecting UNKNOWN in Vendor Risk.
65,RISK-SECURITY_BREACH-UNKNOWN-BBF98AB6,CL-000096,Third-party breach increases data exposure and compliance risk,Cyber,Vendor Risk,SECURITY_BREACH,UNKNOWN,8,2,4,8,,Weak,Medium,False,,Strengthen third-party security requirements | Improve monitoring/detection,NIST AC-3; NIST SI-4; NIST SA-9,Risk signal (Weak): SECURITY_BREACH affecting UNKNOWN in Vendor Risk. Evidence window: 2025-12-04 to 2025-12-04 across 1 source(s). Representative sources: Personal Information Compromised in Freedom Mobile Data Breach - SecurityWeek,"SECURITY_BREACH affecting UNKNOWN can disrupt Vendor Risk, causing operational delays and recovery complications.",1,2025-12-04,2025-12-04,SecurityWeek,https://news.google.com/rss/articles/CBMilwFBVV95cUxOVENnSkVlN2RhdHd2WXJVWmRQcnRYakFMeGpUUld1TVdWTUppbjkzQ1lKUHVJNnBDN1JOREJxTXp6czI4X3VubmdMTmRHQVBJcmdyREVGZEtjUVdRNHZXWFMyZzVZc0daMk9TZ0lkMUlGdnMwX1VjVGRicVJlZko2TXNkWG45OVViMFdMSFg2TGZNdkdhaWtB0gGcAUFVX3lxTE1uQVByc1Jrb0YtUjJ5SE9nb0hmOWc1dWRCOVJGejd2ejdCZWJjaGxTLTlsc1NuX2hLWThJWHJOaFpBVjNaS2lTQXg2aHlhM21kY21tV29XNWoyekZmWHZKMl9WSjkxdGJ1R04wR2JsVmdlNkluUlFRMWxaQTRhVkR3R2plWThvSkR3bUdUMVZIZzVhRVIzcVJfQ0dBQg?oc=5,breach,,SECURITY_BREACH affecting UNKNOWN in Vendor Risk.
66,RISK-SECURITY_BREACH-UNKNOWN-BBF98AB6,CL-000132,Third-party breach increases data exposure and compliance risk,Cyber,Vendor Risk,SECURITY_BREACH,UNKNOWN,8,2,4,8,,Weak,Medium,False,,Strengthen third-party security requirements | Improve monitoring/detection,NIST AC-3; NIST SI-4; NIST SA-9,Risk signal (Weak): SECURITY_BREACH affecting UNKNOWN in Vendor Risk. Evidence window: 2026-02-06 to 2026-02-06 across 1 source(s). Representative sources: Betterment data breach exposes 1.4 million customers - American Banker,"SECURITY_BREACH affecting UNKNOWN can disrupt Vendor Risk, causing operational delays and recovery complications.",1,2026-02-06,2026-02-06,American Banker,https://news.google.com/rss/articles/CBMimgFBVV95cUxNN2NIWWRCVktxSG5tX3hqdEtOMHFfREwtMDh6Q1U4NkJpakY3aXNJb3NPMmt4OHpuS1hqTDJKMGhtblk4THpiMHdjdUpobFdXVHFwOFo1X3hWY1ljdWQ1MWI1dmM2d2JmVzVNMF9SVVU2WWNmWG90LWhfLVIwRGZjSEdiYUZBdGJsRFFrWHp2NHlLS0xDVWJzYzBn?oc=5,breach,,SECURITY_BREACH affecting UNKNOWN in Vendor Risk.
67,RISK-OUTAGE_NETWORK-NETWORK-5009F988,CL-000134,Network outage disrupts connectivity to critical services,Technology,Transportation & Logistics,OUTAGE_NETWORK,network,8,2,4,8,,Weak,Medium,False,,Increase network redundancy | Improve failover testing,NIST CP-2; NIST SC-5; ISO22301 8.4,Risk signal (Weak): OUTAGE_NETWORK affecting network in Transportation & Logistics. Evidence window: 2026-02-10 to 2026-02-10 across 1 source(s). Representative sources: Verizon’s major network outage sparks new fallout after backlash - Yahoo Finance,"OUTAGE_NETWORK affecting network can disrupt Transportation & Logistics, causing operational delays and recovery complications.",1,2026-02-10,2026-02-10,Yahoo Finance,https://news.google.com/rss/articles/CBMiiAFBVV95cUxPdTRkZ1F6T0hubEQtYWVMa2txMWYtbUN3eVVCcy1pVU0yR1VxOEgxa241ZFFCcVJQaEpXSzRTN01fVzViQnNJamdsUldXOVR0WjMyTGx3QXNGUU9tcXc2VlVjOGNrdDJubFFLMTVHR0JFYUxaaUcxQ05ucmQxMElRNGNHRW5oakVJ?oc=5,outage,,OUTAGE_NETWORK affecting network in Transportation & Logistics.
68,RISK-SECURITY_BREACH-UNKNOWN-BBF98AB6,CL-000142,Third-party breach increases data exposure and compliance risk,Cyber,Vendor Risk,SECURITY_BREACH,UNKNOWN,8,2,4,8,,Weak,Medium,False,,Strengthen third-party security requirements | Improve monitoring/detection,NIST AC-3; NIST SI-4; NIST SA-9,Risk signal (Weak): SECURITY_BREACH affecting UNKNOWN in Vendor Risk. Evidence window: 2026-02-23 to 2026-02-23 across 1 source(s). Representative sources: Panera faces multiple lawsuits following data breach - Restaurant Business,"SECURITY_BREACH affecting UNKNOWN can disrupt Vendor Risk, causing operational delays and recovery complications.",1,2026-02-23,2026-02-23,Restaurant Business,https://news.google.com/rss/articles/CBMiogFBVV95cUxNVXVZNURPX1hzQVliWVFqem4xVXlLRUZOSzcxR0VvSXlYemliXzJlVVN1aUkxeVRsRzh3eThQcS1YNVdkZGQwNkprU2IyMDBVTFhXU19uV08za25aMTY1YlR6R2ZJOEt1eFVpeFpiSGhzeXlwWUFoSTRNOHBJYjBxdndMdmFKcklXVFNTaV83b0I5dy11bHhiVS15dVNFQmR1eFE?oc=5,breach,,SECURITY_BREACH affecting UNKNOWN in Vendor Risk.
69,RISK-OUTAGE_APPLICATION-SYSTEMS-58D4DCBF,CL-000144,Critical application outage disrupts business operations,Technology,Transportation & Logistics,OUTAGE_APPLICATION,systems,8,2,4,8,,Weak,Medium,False,,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,Risk signal (Weak): OUTAGE_APPLICATION affecting systems in Transportation & Logistics. Evidence window: 2026-02-27 to 2026-02-27 across 1 source(s). Representative sources: T‑Mobile outage hits T‑Life and internal support systems - findarticles.com | T‑Mobile outage hits T‑Life and internal support systems - findarticles.com,"OUTAGE_APPLICATION affecting systems can disrupt Transportation & Logistics, causing operational delays and recovery complications.",1,2026-02-27,2026-02-27,findarticles.com,https://news.google.com/rss/articles/CBMijwFBVV95cUxPNVJ5d0VuRW5pLTAtakM0b2pLWDZzMC1LQzIwR3Mwd3hfcUNTTjUyOENyMVVvWmVOVkJjeFUxYkRDbzBlckMyV0c0a0ZqcTI2YU1sVDRfMEJBWXZDeGJmT3pVWEctZk5jWDE4VEtwRlg2dUs0eHdqQmIxRWY3T05JSGRkRUFiSXYtaEVYMjNrd9IBlwFBVV95cUxOU1hCckRvQTYtejdIcmFJNW1kR0xWVXBXekx3Vks1WFFpZjVCTnpQRnNCb0lwVVZBMEdudE55VUltaEZiTk1jemJQZTNkS1IzZVN1RjBPSHIxMU1LUzc0ck5LUkYwZWZBVG1pUWFVcm45MGJkaF9kUjZEVkliNzVCYUI2RkhqNU9ZS3BfeHdRNmFsckdEU05F?oc=5,outage,,OUTAGE_APPLICATION affecting systems in Transportation & Logistics.
70,RISK-OUTAGE_CLOUD_REGION-CLOUD-3E219A47,CL-000149,Cloud region outage disrupts hosted workloads,Technology,Physical Infrastructure,OUTAGE_CLOUD_REGION,cloud,8,2,4,8,,Weak,Medium,False,,Implement multi-region failover for critical services | Run regional outage game days,NIST CP-10; NIST CP-2; ISO22301 8.4,Risk signal (Weak): OUTAGE_CLOUD_REGION affecting cloud in Physical Infrastructure. Evidence window: 2026-03-01 to 2026-03-01 across 1 source(s). Representative sources: Amazon Cloud Suffers Outage After ‘Objects’ Hit UAE Data Center - Bloomberg.com,"OUTAGE_CLOUD_REGION affecting cloud can disrupt Physical Infrastructure, causing operational delays and recovery complications.",1,2026-03-01,2026-03-01,Bloomberg.com,https://news.google.com/rss/articles/CBMisgFBVV95cUxNSVBlSVU3N01mZHQ1ZFRYVjlkaTQ1Z1BiUTNiV29mXzVqVkExbUZyUVhQYWlLMExkZ1R5NHdDcS1xcE1lbi1xcE16UF9tNy1xMVljOTlHQ2pGLVA5SW4zV3pQU2ZxU3ZaaVg3ck5pOGtuM3V5M1BnMzI3UzJrWm9zODllcURPTF9LMURMQnhFWG9sZmtYeEhCT0xuVWhsY2hGQWFHdTh1d18wYkY4cGh5ZnZn?oc=5,outage,,OUTAGE_CLOUD_REGION affecting cloud in Physical Infrastructure.
71,RISK-OUTAGE_CLOUD_REGION-REGION-3FF9228B,CL-000155,Cloud region outage disrupts hosted workloads,Technology,Physical Infrastructure,OUTAGE_CLOUD_REGION,region,8,2,4,8,,Weak,Medium,False,,Implement multi-region failover for critical services | Run regional outage game days,NIST CP-10; NIST CP-2; ISO22301 8.4,Risk signal (Weak): OUTAGE_CLOUD_REGION affecting region in Physical Infrastructure. Evidence window: 2026-03-02 to 2026-03-02 across 1 source(s). Representative sources: AWS UAE data center hit by outage following military strikes across the region - TechRadar,"OUTAGE_CLOUD_REGION affecting region can disrupt Physical Infrastructure, causing operational delays and recovery complications.",1,2026-03-02,2026-03-02,TechRadar,https://news.google.com/rss/articles/CBMiqwFBVV95cUxOSEFWVVptQ3VLVFloYUd0Y240UThEX2FLVk1Yd1hWRlFXMjNEMDN2bWpBdy1VQ3V6QzQwUlVnYnNITndOcUhGNFdXT1NSVlN3dHNnb0IxdVhlM25HeV9WdnNId2Eya015Y2JmQkpXOXFBSFdwZm9hTVc3ZjA1NEZYX2x2YmpDT0diWnRGdVNtMGg4ZUt5Nkd5TVJzNUVYZWJXUFpzMDQ4cFhxSm8?oc=5,outage,,OUTAGE_CLOUD_REGION affecting region in Physical Infrastructure.
