rank,risk_id,cluster_id,title,risk_category,business_function,event_type,primary_asset_or_service,score_used,likelihood_used,impact_used,risk_score_baseline,risk_score_adjusted,evidence_strength,confidence,internal_signals_used,internal_outage_refs,recommended_actions_top,framework_mapping,executive_summary,impact_narrative,evidence_count,start_date,end_date,publishers,urls_sample,impact_keywords,entity_summary,cluster_summary
46,RISK-OUTAGE_APPLICATION-APPLICATIONS-2C0420ED,CL-000089,Critical application outage disrupts business operations,Technology,Identity & Access Management,OUTAGE_APPLICATION,applications,15,3,5,8,15,Weak,Medium,True,INC-0001,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,Risk signal (Weak): OUTAGE_APPLICATION affecting applications in Identity & Access Management. Evidence window: 2025-12-01 to 2025-12-01 across 1 source(s). Representative sources: Shopify Outage Resolved After Disrupting Cyber Monday Sales - The Tech Buzz,"OUTAGE_APPLICATION affecting applications can disrupt Identity & Access Management, causing operational delays and recovery complications.",1,2025-11-18,2025-11-18,Axios,https://news.google.com/rss/articles/CBMieEFVX3lxTE5JMUFFVkJwQ1ZFQXMya2g2TjZELXRVeE0wdVN0ZFE1SS02NnlMTnZ4NmVyQ3I0S1RBOEFMTUVCelVwNUpwejUzaDRfbGlfOU5ua2xxUUhmWkxlWnpmUXR2UGVmVlhoc2VYZXVXeF9rM09rY1hYZ1FFbw?oc=5,outage,,OUTAGE_APPLICATION affecting applications in Supplier Integration.
47,RISK-OUTAGE_APPLICATION-APPLICATIONS-A3946B09,CL-000090,Critical application outage disrupts business operations,Technology,Supplier Integration,OUTAGE_APPLICATION,applications,15,3,5,8,15,Weak,Medium,True,INC-0003,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,"Risk signal (Weak): OUTAGE_APPLICATION affecting applications in Supplier Integration. Evidence window: 2025-12-05 to 2025-12-05 across 1 source(s). Representative sources: Delta Cancels 100s of Flights at Detroit Amid Outage, DL208 Diverted and More - Aviation A2Z","OUTAGE_APPLICATION affecting applications can disrupt Supplier Integration, causing operational delays and recovery complications.",1,2025-11-18,2025-11-18,The Cloudflare Blog,https://news.google.com/rss/articles/CBMiYkFVX3lxTFBtNEtuR1ZlR0Vsa2tNa2k4MEMtYzlreXV2alBhN1lvMHB2cHBEVV93cld2ZExoRHRKWFJpUl9nMjE0M0NtaFVsU3hDMXBfMEJrbGpzMmFqVXh3UGthSUlJaEtR?oc=5,outage,,OUTAGE_APPLICATION affecting applications in Network Infrastructure.
48,RISK-OUTAGE_APPLICATION-APPLICATIONS-A3946B09,CL-000092,Critical application outage disrupts business operations,Technology,Supplier Integration,OUTAGE_APPLICATION,applications,15,3,5,8,15,Weak,Medium,True,INC-0003,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,Risk signal (Weak): OUTAGE_APPLICATION affecting applications in Supplier Integration. Evidence window: 2025-12-05 to 2025-12-05 across 1 source(s). Representative sources: Flights resume at Edinburgh Airport after air traffic control outage - BBC,"OUTAGE_APPLICATION affecting applications can disrupt Supplier Integration, causing operational delays and recovery complications.",1,2025-11-20,2025-11-20,CyberScoop,https://news.google.com/rss/articles/CBMibkFVX3lxTFBDYlVna2UyOUo0OHJscW5BZ3JsQ3lReGtVN242cFdtTDc0NFpiNFM0THNoRV9SamxyaEFVQUFJRFA3WmVoVFdTU0FpS0tBWkljck1xLUFNNWN4M3FxeDNtcGo3dVRKS2lQMGlBSEt3?oc=5,breach,,SECURITY_BREACH affecting UNKNOWN in Vendor Risk.
49,RISK-OUTAGE_APPLICATION-APPLICATIONS-2C0420ED,CL-000094,Critical application outage disrupts business operations,Technology,Identity & Access Management,OUTAGE_APPLICATION,applications,15,3,5,8,15,Weak,Medium,True,INC-0001,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,"Risk signal (Weak): OUTAGE_APPLICATION affecting applications in Identity & Access Management. Evidence window: 2025-12-08 to 2025-12-08 across 1 source(s). Representative sources: Banks, Shopify, Zoom Hit Again as Cloudflare's Second December Outage Reveals Your Internet's Fragility - International Business Times UK","OUTAGE_APPLICATION affecting applications can disrupt Identity & Access Management, causing operational delays and recovery complications.",1,2025-11-24,2025-11-24,Car Dealership Guy News,https://news.google.com/rss/articles/CBMixwFBVV95cUxNWHM1R3VWdEZJU2drOWtPOGhrVFVTYnRhUTRGdjJnTWphaVNBNlFXcFFXaDF1dGpJTHh3WGF4bGU5VmZwQ3FWZHcyQjk0ZDBxdkJxLW9QV3A1SGNxQ1pwdGVZUTdkV2ZaeVlqWFZWaVZST3paRmFBMUhfY2gyX1BSTk0wenA3dURfb1h2WXlsOVd5NzNBYXpqSXl6a2ItZWhET0pRVkFlQXRFcnJLVTZ3MmNHbmkwOWd0bDhncVZqUWp6TWMyOENV?oc=5,,,UNKNOWN affecting UNKNOWN in Procurement & Supply Chain.
50,RISK-OUTAGE_APPLICATION-APPLICATIONS-A3946B09,CL-000099,Critical application outage disrupts business operations,Technology,Supplier Integration,OUTAGE_APPLICATION,applications,15,3,5,8,15,Weak,Medium,True,INC-0003,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,"Risk signal (Weak): OUTAGE_APPLICATION affecting applications in Supplier Integration. Evidence window: 2025-12-21 to 2025-12-21 across 1 source(s). Representative sources: Power outage in San Francisco affects 130,000 households - Report.az","OUTAGE_APPLICATION affecting applications can disrupt Supplier Integration, causing operational delays and recovery complications.",1,2025-12-01,2025-12-01,The Tech Buzz,https://news.google.com/rss/articles/CBMilwFBVV95cUxNMmxhZmI4a0Y3WE1nZTFTTFlRaFJPWjVBQXNuVlN0eWtZYzlZU1oyRGFTZGlhdnR1ejMwNFB6S3U3NXNDYi1rVGNVNDd3NDBHWGgtZ1kzZnJqOTR4Y0xQWDVKWk9kY25GZ0Q4UFFDUGpiX0tfQmcwZXB3dkdaUjF6MkhDaDhIbVBKWWtHa2k2dEZucVhXQ2JN?oc=5,outage,,OUTAGE_APPLICATION affecting applications in Identity & Access Management.
51,RISK-SECURITY_RANSOMWARE-UNKNOWN-B3810008,CL-000128,Ransomware disrupts operations and recovery capabilities,Cyber,Cybersecurity,SECURITY_RANSOMWARE,UNKNOWN,15,3,5,10,15,Weak,Medium,True,INC-0006,Harden privileged access | Immutable backups + frequent restore testing,NIST IR-4; NIST CP-9; NIST AC-2,Risk signal (Weak): SECURITY_RANSOMWARE affecting UNKNOWN in Cybersecurity. Evidence window: 2026-02-10 to 2026-02-10 across 1 source(s). Representative sources: Top 10 ransomware targets by industry - TechTarget,"SECURITY_RANSOMWARE affecting UNKNOWN can disrupt Cybersecurity, causing operational delays and recovery complications.",1,2026-01-19,2026-01-19,Военное дело,https://news.google.com/rss/articles/CBMingFBVV95cUxOZ0N5N21iTTMxQ21aVEJ3Tkh4UXowY2E2c2NmRk13UEloY3ZxeXF2S19oenBwNTJ2NU5UTnloUWRIdXJCYW5aanBaVnE4dnpqREVYVW81MUFtUTZCcnRiaVhybktqWUtlNXBGMFZyTC1qYjZja1JicnVUNl9rb1FQWHNrZTltLTljUE1TLXJQbkFLbU9DS2xzYXN5SFFPQQ?oc=5,,,UNKNOWN affecting UNKNOWN in Transportation & Logistics.
52,RISK-OUTAGE_APPLICATION-APPLICATIONS-2C0420ED,CL-000139,Critical application outage disrupts business operations,Technology,Identity & Access Management,OUTAGE_APPLICATION,applications,15,3,5,8,15,Weak,Medium,True,INC-0001,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,Risk signal (Weak): OUTAGE_APPLICATION affecting applications in Identity & Access Management. Evidence window: 2026-03-02 to 2026-03-02 across 1 source(s). Representative sources: Global outage cripples Claude AI access - MSN,"OUTAGE_APPLICATION affecting applications can disrupt Identity & Access Management, causing operational delays and recovery complications.",1,2026-01-30,2026-01-30,WLBT,https://news.google.com/rss/articles/CBMinwFBVV95cUxPSkZpMUNVZ0J4c250ZjI1aFRidnFlcHFhS25nV0c2bHdOM3plOGpOSVhDbVFSeFB4VHo4OHEyQXp0amNyNmRIQ0UyeVM2bUxMS01zYnlDLXo5VThuU2s3cUhyV3pNbjdTX3FpQzNUUzNGX0NXX2R3X2ZUQ3lMSE1PY2FJanBseUx1TWdnMVNWSUNsaHkxYVFkbE8wb2N4c1nSAbMBQVVfeXFMTk0tei1FekV5azAxclBWVlczVVZnSE5uYTFFQzN0YkJoQklhamVNdUVDai1sZ3dIbEdxc3RrSk1LZFpGMDBOT3hfM09GcmcwaGI2VVpXbFc0al9EdG9tWEFnZFFjSFpUMUlJZG53QUxLVUhNTVJzNEFzTjFRaE16akVhTU9aT21mWHdGU1Z6aWlzQVMzTjY5c3o3MzAtdjQ5cHRGNWVDNVVULXVCY29wSlQzN2s?oc=5,,,UNKNOWN affecting UNKNOWN in Distribution Operations.
53,RISK-OUTAGE_APPLICATION-APPLICATIONS-2C0420ED,CL-000205,Critical application outage disrupts business operations,Technology,Identity & Access Management,OUTAGE_APPLICATION,applications,15,3,5,8,15,Weak,Medium,True,INC-0001,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,Risk signal (Weak): OUTAGE_APPLICATION affecting applications in Identity & Access Management. Evidence window: 2026-04-27 to 2026-04-27 across 1 source(s). Representative sources: Outlook outage disrupts Microsoft email services worldwide Monday - Daily Times,"OUTAGE_APPLICATION affecting applications can disrupt Identity & Access Management, causing operational delays and recovery complications.",1,2026-04-02,2026-04-02,Blockchain Council,https://news.google.com/rss/articles/CBMic0FVX3lxTE95UHFkS3paTHlMczhMX1A1QkRHcGlFTG5MWTdzczJKSktWTVluRzJkUGtlWUVXOHgyeDhBc2lQMmdtbHBCSVdzMDVhS2F3RzlGY0ROTlg4cG5zYmRWMnJ4Y3NvWWI5QnNxX1V1N0NhTWVudDQ?oc=5,,,UNKNOWN affecting UNKNOWN in Compliance & Governance.
54,RISK-OUTAGE_APPLICATION-APPLICATIONS-3B65C7AF,CL-000212,Critical application outage disrupts business operations,Technology,Cloud Infrastructure,OUTAGE_APPLICATION,applications,15,3,5,8,15,Weak,Medium,True,INC-0005,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,"Risk signal (Weak): OUTAGE_APPLICATION affecting applications in Cloud Infrastructure. Evidence window: 2026-04-28 to 2026-04-28 across 1 source(s). Representative sources: Microsoft Outlook Outage Disrupts Email Access Across US and UK, Triggering Enterprise Operational Concerns - capitolskyline.com","OUTAGE_APPLICATION affecting applications can disrupt Cloud Infrastructure, causing operational delays and recovery complications.",1,2026-04-07,2026-04-07,Network World,https://news.google.com/rss/articles/CBMipAFBVV95cUxQV0JCRjM1ZUF6c2NhUDJ4LTFrVEl4blBFb0dFRk9paE5tZnc2ZUNaU28xdnJ3bVhjYzg4WFEteWl2NUIyRkFCd1diTWJxeHhDQUFNOXpDc2NWUC0wSHkwOUVfT2Rma2pxNzZsUUJ4LWhwc1h1MjJpQkxzbUdXTzc1SXhidU9PVVNtYUNtbTFHWHpBeUxQYnVpWGJZUWdJRm9fSllCMg?oc=5,outage,,OUTAGE_NETWORK affecting network in Cloud Infrastructure.
55,RISK-SECURITY_BREACH-UNKNOWN-BBF98AB6,CL-000196,Third-party breach increases data exposure and compliance risk,Cyber,Vendor Risk,SECURITY_BREACH,UNKNOWN,12,3,4,12,,Medium,Medium,False,,Strengthen third-party security requirements | Improve monitoring/detection,NIST AC-3; NIST SI-4; NIST SA-9,"Risk signal (Medium): SECURITY_BREACH affecting UNKNOWN in Vendor Risk. Evidence window: 2026-04-22 to 2026-04-22 across 2 source(s). Representative sources: Citizens, Frost blame vendor after data breach claim - American Banker | Citizens, Frost blame vendor after data breach claim - American Banker","SECURITY_BREACH affecting UNKNOWN can disrupt Vendor Risk, causing operational delays and recovery complications.",1,2026-03-26,2026-03-26,FreightWaves,https://news.google.com/rss/articles/CBMijAFBVV95cUxQYllDdkswNkdCcjhhcmo3RmhfUFl3NU9DQm80X3F4V2NEb3VUUEZQTjBPN21XcW9hNTBhT21YWG1PdGw1Mlg5NHVTVXpKU3VyWnkySUVOWG9IaDFObFotZjFySEdfSkpablhHb2dRZ19lb1hGT1U2anRnR2xDVGRna0pMUlR6dE9qTGE0ZA?oc=5,downtime,,OUTAGE_APPLICATION affecting cloud in Distribution Operations.
56,RISK-SECURITY_BREACH-UNKNOWN-BBF98AB6,CL-000199,Third-party breach increases data exposure and compliance risk,Cyber,Vendor Risk,SECURITY_BREACH,UNKNOWN,12,3,4,12,,Medium,Medium,False,,Strengthen third-party security requirements | Improve monitoring/detection,NIST AC-3; NIST SI-4; NIST SA-9,Risk signal (Medium): SECURITY_BREACH affecting UNKNOWN in Vendor Risk. Evidence window: 2026-04-23 to 2026-04-23 across 2 source(s). Representative sources: Citizens Bank Customers Targeted in Third-Party Data Breach - PYMNTS.com | Citizens Bank Customers Targeted in Third-Party Data Breach - PYMNTS.com,"SECURITY_BREACH affecting UNKNOWN can disrupt Vendor Risk, causing operational delays and recovery complications.",1,2026-03-31,2026-03-31,eSecurity Planet,https://news.google.com/rss/articles/CBMiaEFVX3lxTFBQcnNKYXJMUmRkdHVDTGVhV2ZlalZ3SkpkQjhkbGVkU0dDRjIwU3FVR1kzSDNHblltS2YxYWNkZF9UNGdRc01HSGlIdjFUNG1Ha2JXd1U1anRLTEt0bi1xLXhfSVlxanVY?oc=5,leak,,SECURITY_BREACH affecting UNKNOWN in Vendor Risk.
57,RISK-OUTAGE_APPLICATION-ERP-717708EA,CL-000011,Critical application outage disrupts business operations,Technology,Order Processing,OUTAGE_APPLICATION,erp,12,3,4,8,12,Weak,High,True,INC-0002,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,Risk signal (Weak): OUTAGE_APPLICATION affecting erp in Order Processing. Evidence window: 2024-07-08 to 2024-07-08 across 1 source(s). Representative sources: What’s the True Cost of a Critical Business System Outage? - ERP Today,"OUTAGE_APPLICATION affecting erp can disrupt Order Processing, causing operational delays and recovery complications.",1,2024-04-08,2024-04-08,The Cloudflare Blog,https://news.google.com/rss/articles/CBMinAFBVV95cUxPcnlwRGUtR0NqeDg2bWh2RGxBczYwdzR6aXdWWUtTcGVaUGJMckhMSDdrb01EWkpOSmxJaExsWnBCN3JUbll3NHJjNTAxd0EzNktlRDRTeThsZmtsdk1RZm01b2VRVXNaOFZXNG53cjNpbmQ4SWZENTZhSURwQVdaSTJEbS02ekIwcGJxcnpNYUlmQ0tpVlEwNG9vQ0Q?oc=5,,,UNKNOWN affecting UNKNOWN in Network Infrastructure.
58,RISK-OUTAGE_APPLICATION-SYSTEMS-3F520A3A,CL-000034,Critical application outage disrupts business operations,Technology,Order Processing,OUTAGE_APPLICATION,systems,12,3,4,8,12,Weak,High,True,INC-0002,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,"Risk signal (Weak): OUTAGE_APPLICATION affecting systems in Order Processing. Evidence window: 2025-08-28 to 2025-08-28 across 1 source(s). Representative sources: Managing time and attendance: Update to Kronos transition plan, system outage scheduled - Clemson News | Managing time and attendance: Update to Kronos transition plan, system outage scheduled - Clemson News","OUTAGE_APPLICATION affecting systems can disrupt Order Processing, causing operational delays and recovery complications.",1,2025-07-25,2025-07-25,Al Jazeera,https://news.google.com/rss/articles/CBMiqAFBVV95cUxOVnBCV1RpUkFEOXFOMmNCaktLZWVqT281Q2Q3WFdsMVNxbC1sQUJvcEJocS1BY2MtTGJaZ09LWXJfdktUZXVqWkM1UmhZbFlfUUVESEZIZ0xra3ZkanMyRDNnTHNrZGVETHJPQW1fWlUwald2elI5Q0l0NkxqV0NaQTVwUk9haElkOUlfcXhmekdqZFFtd0dBVU42dHEyYVdCWVdISkdyNzXSAa4BQVVfeXFMTWwyWGJ6OG55M2hHajJjSVp5NDRZUnEzOWVNeldoNjNIdlVxSHdxalZjb0IyN0NGX3ZNM005WjNwSUpfbGZkRUROYUFtOEw2LU91SEUzTEFXMS1Ycm9NX0o0V3VsNUVtRHhUSlpOUUhLalgwMmVRYy1sZ0p3QnpNeEszX08zN2U4cEo5VTVVSkRJZmEyMjVYRHB0emVzSEFTOXIwdV85dEYwQU5Manl3?oc=5,outage,,OUTAGE_APPLICATION affecting applications in Network Infrastructure.
59,RISK-OUTAGE_CLOUD_REGION-CLOUD-A6F509E2,CL-000064,Cloud region outage disrupts hosted workloads,Technology,Order Processing,OUTAGE_CLOUD_REGION,cloud,12,3,4,8,12,Weak,High,True,INC-0002,Implement multi-region failover for critical services | Run regional outage game days,NIST CP-10; NIST CP-2; ISO22301 8.4,Risk signal (Weak): OUTAGE_CLOUD_REGION affecting cloud in Order Processing. Evidence window: 2025-10-21 to 2025-10-21 across 1 source(s). Representative sources: AWS October 2025 Outage: What Financial Executives Must Learn About Cloud Risk Management - Financial Executives International,"OUTAGE_CLOUD_REGION affecting cloud can disrupt Order Processing, causing operational delays and recovery complications.",1,2025-10-13,2025-10-13,Inside Towers,https://news.google.com/rss/articles/CBMikgFBVV95cUxOdnVSSE1vOVRCUU94ZDNpNGhETV9rb0pYNGtvNUNPNTViVFpZek0wN2pSQ041LVBGSEs3U2VXWFVySHFFd0RLUXBJT3lCVkM0enZUQUJRWGcyRjdxdk41Slh3VGZSY2VRLXNDRWtHeU9HZGJtQmpsNnBrU1FJUlo5QThsYmlJeFppNmh0Z1FDNVNlZw?oc=5,outage,,OUTAGE_NETWORK affecting network in Network Infrastructure.
60,RISK-SECURITY_BREACH-SYSTEMS-C209CBF4,CL-000174,Third-party breach increases data exposure and compliance risk,Cyber,Vendor Risk,SECURITY_BREACH,systems,12,3,4,12,,Weak,High,False,,Strengthen third-party security requirements | Improve monitoring/detection,NIST AC-3; NIST SI-4; NIST SA-9,Risk signal (Weak): SECURITY_BREACH affecting systems in Vendor Risk. Evidence window: 2026-03-25 to 2026-03-25 across 1 source(s). Representative sources: Deaconess Health System Affected by Vendor Data Breach - The HIPAA Journal,"SECURITY_BREACH affecting systems can disrupt Vendor Risk, causing operational delays and recovery complications.",1,2026-03-11,2026-03-11,Newsweek,https://news.google.com/rss/articles/CBMif0FVX3lxTE8xUk53RXJXQWFvSFp0UXk2SFFYdEZSbC14Qm8yRTl3VFlwV0JnMDRhbzZHelFmRzBaR3RQdXJjb1VvS2ExRGk3UUZ1R0hLNEk3VVJKSkZTdEFwUWdETEp3VS14NUxnYzh0OW5nM256UnpETmdUWUh6bW9XUTNxc0k?oc=5,outage,,OUTAGE_APPLICATION affecting applications in IT Operations.
61,RISK-SECURITY_BREACH-UNKNOWN-BBF98AB6,CL-000178,Third-party breach increases data exposure and compliance risk,Cyber,Vendor Risk,SECURITY_BREACH,UNKNOWN,12,3,4,12,,Weak,High,False,,Strengthen third-party security requirements | Improve monitoring/detection,NIST AC-3; NIST SI-4; NIST SA-9,Risk signal (Weak): SECURITY_BREACH affecting UNKNOWN in Vendor Risk. Evidence window: 2026-03-27 to 2026-03-27 across 1 source(s). Representative sources: Thousands of Corewell Health patients affected by 2024 vendor data breach - FOX 2 Detroit,"SECURITY_BREACH affecting UNKNOWN can disrupt Vendor Risk, causing operational delays and recovery complications.",1,2026-03-12,2026-03-12,Reuters,https://news.google.com/rss/articles/CBMitAFBVV95cUxOMy1EbzIyRHhSSEdoT3JpOWY4bU1uQUlzUC1FcEl2TGNRZ04xNDQwM0xtdjBqQ0xGU2cwSjB2UG1kZjdKMUhfRkRBUXpFRnI3eERPUE9Jd01KMHFsQkttYjlZaWZzclU4M2h2T0xOQ3NBLTBKcXZNLVdSdTNfbjBsT0lDYzNKb1JJVFlBWXhuSTFnRUQtSG9WSFdFdmNBRmFEaWFnU1NKR1ByRGZhOEZEQjhwQWk?oc=5,disruption,,CYBER_OPERATIONAL_DISRUPTION affecting UNKNOWN in IT Operations.
62,RISK-SECURITY_BREACH-UNKNOWN-BBF98AB6,CL-000186,Third-party breach increases data exposure and compliance risk,Cyber,Vendor Risk,SECURITY_BREACH,UNKNOWN,12,3,4,12,,Weak,High,False,,Strengthen third-party security requirements | Improve monitoring/detection,NIST AC-3; NIST SI-4; NIST SA-9,Risk signal (Weak): SECURITY_BREACH affecting UNKNOWN in Vendor Risk. Evidence window: 2026-04-11 to 2026-04-11 across 1 source(s). Representative sources: Lexington Medical Center patients' records exposed in vendor data breach - the-dispatch.com,"SECURITY_BREACH affecting UNKNOWN can disrupt Vendor Risk, causing operational delays and recovery complications.",1,2026-03-19,2026-03-19,TechCrunch,https://news.google.com/rss/articles/CBMiygFBVV95cUxQelcwX040djlSYURiU3RsQnBOQkRQYy1HYThWbVN6NENUcjRmLUp1WFI2TkhKRUFfaEQyOXlhdGNZOUNuQXppdGpPVnV1OHJMUE5XMXc4ek1BSjdHMzZZYWhDUUVMOFhzS1ViZUVIVGdLbXZ5QzNCdGFGNkRpNEk2T1pRaEhsd01PSzZlOGlJbFdRejRBV0tmODBMc0Y0ZWdwRVBnSTJNY19lWXFRWWllcWZzcmtpVFl1Z0E3XzBVS0xzOVVMdENXclln?oc=5,,,DESTRUCTIVE_CYBER_ATTACK affecting endpoints in Security Operations.
63,RISK-OUTAGE_CLOUD_REGION-CLOUD-A6F509E2,CL-000007,Cloud region outage disrupts hosted workloads,Technology,Order Processing,OUTAGE_CLOUD_REGION,cloud,12,3,4,8,12,Weak,Medium,True,INC-0002,Implement multi-region failover for critical services | Run regional outage game days,NIST CP-10; NIST CP-2; ISO22301 8.4,Risk signal (Weak): OUTAGE_CLOUD_REGION affecting cloud in Order Processing. Evidence window: 2023-02-17 to 2023-02-17 across 1 source(s). Representative sources: Oracle Cloud and NetSuite hit by global outage - Techzine Global,"OUTAGE_CLOUD_REGION affecting cloud can disrupt Order Processing, causing operational delays and recovery complications.",1,2023-02-17,2023-02-17,Techzine Global,https://news.google.com/rss/articles/CBMinwFBVV95cUxPUFliS2Q0blEyWklPTm8xMk15OEdkbXRtYm1yWFotUHdLMkZVMTRZVUNfR0xKZkkyVktRbHpFZkpvWTRfVFVuTzFrVkNPc3FRbzlWUG5pSlhVUlJOUWNFbzhYdFBuVzZGMmFpVXgwYXNRRGd0Z2xCbzNRWmhaVnNScVdqbVg3T1RqZjlUSmFBYUdVV0NkdW02bmxhS2k0QWs?oc=5,outage,,OUTAGE_CLOUD_REGION affecting cloud in Order Processing.
64,RISK-OUTAGE_APPLICATION-SYSTEMS-3F520A3A,CL-000022,Critical application outage disrupts business operations,Technology,Order Processing,OUTAGE_APPLICATION,systems,12,3,4,8,12,Weak,Medium,True,INC-0002,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,Risk signal (Weak): OUTAGE_APPLICATION affecting systems in Order Processing. Evidence window: 2025-06-20 to 2025-06-20 across 1 source(s). Representative sources: Optimizing Unicode Conversion Downtime for SAP Systems on Oracle to AWS | Amazon Web Services - Amazon Web Services,"OUTAGE_APPLICATION affecting systems can disrupt Order Processing, causing operational delays and recovery complications.",1,2025-05-06,2025-05-06,BleepingComputer,https://news.google.com/rss/articles/CBMirAFBVV95cUxOMmdtZ2pKN2VPMW1YU0pSeklrWkUyZWlWd1JnQ3RYMXJzRzNKT2VfdUVVemxDNEFvcmJ1TGtiM0xsUG5ESWYyYzlGSS1wQUJENFhNemx2OTBKR00wOW5wSTJLVHZCNnh2eXVZYmlxWTJ4ZjZwalFScjRKLVByYXFURTNtUWh0cmpVQmFYMnpiVVdMd0l6OHYzd3kyMHlBMExzQ1E3cDVWWDhYZHdU0gGyAUFVX3lxTE9sRlBiMG1DQ3JndkkwMDRmaGxyZnl2UnpQTDQxNUs0azVmbVFoRXVITFZfS2UwVlUtc3VGUmxZd3lRbDFuOVFGSGk0dmkwUUxpdWI5bzdINTlXOVlTMEJ4Zmw4WkprVTBPVHVrazNVUlpXTmRlMGNKOV90bDh4WVF0Um9IRU9RU2JwaEJmUmQyVFNkVS1sbF9UWVE0NXZRcEpfZG9QbUV5V3NGY1k2ZEQ2d2c?oc=5,,,DESTRUCTIVE_CYBER_ATTACK affecting systems in Security Operations.
65,RISK-OUTAGE_APPLICATION-APPLICATIONS-2A703313,CL-000080,Critical application outage disrupts business operations,Technology,Order Processing,OUTAGE_APPLICATION,applications,12,3,4,8,12,Weak,Medium,True,INC-0002,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,Risk signal (Weak): OUTAGE_APPLICATION affecting applications in Order Processing. Evidence window: 2025-11-17 to 2025-11-17 across 1 source(s). Representative sources: SAP apologizes for customer portal outage - theregister.com,"OUTAGE_APPLICATION affecting applications can disrupt Order Processing, causing operational delays and recovery complications.",1,2025-10-22,2025-10-22,Daily Montanan,https://news.google.com/rss/articles/CBMizAFBVV95cUxQMnU4eTkyYTkzb2Ryc0tBeWpFZXhBUXRXNEphRjV6WUh3Zy1JdkF6YUhqcU1tVjNzMDRtVjJRTFZNNmlVTWhoblhsYmxGNGRIZnJGczhsVUZFVnJHaTU2ZUY2dm5lcmRsV3ZLYTI1WVF5b1FScDRCZVZJaU1ZTExybFdOUlBFYnE4RGx2a0RZTFJpTndld3BfaHp4Z3Y0SWJCNm1RbTltZWhtQmhEWW12UHFwa2tRS3poMEtQdUFHUllaU2J6aWlwaDNMQlA?oc=5,breach,,SECURITY_BREACH affecting UNKNOWN in Vendor Risk.
66,RISK-OUTAGE_APPLICATION-APPLICATIONS-2A703313,CL-000145,Critical application outage disrupts business operations,Technology,Order Processing,OUTAGE_APPLICATION,applications,12,3,4,8,12,Weak,Medium,True,INC-0002,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,"Risk signal (Weak): OUTAGE_APPLICATION affecting applications in Order Processing. Evidence window: 2026-03-03 to 2026-03-03 across 1 source(s). Representative sources: As Claude expands into finance, outage raises risk questions - CFO.com","OUTAGE_APPLICATION affecting applications can disrupt Order Processing, causing operational delays and recovery complications.",1,2026-02-10,2026-02-10,TechTarget,https://news.google.com/rss/articles/CBMimgFBVV95cUxOb1p6dmFpcThQWDNBenpmV05wWUZJWlprcVV0REZlWGJiM0Y0akdudjNFUVM3Z2t4TlVHb3NycWFWTGM1bHdmcFlib0NEX2s0anpRWlVISlNnUHUzUnMtUHkwaUJEWHEyTmJReXVGbEN6QjZsTjRTNzFETmdXMDBkNmZyeVBnNnNUWGptOG82VlhScmRkcHMxRzdB?oc=5,ransomware,,SECURITY_RANSOMWARE affecting UNKNOWN in Cybersecurity.
67,RISK-SECURITY_RANSOMWARE-UNKNOWN-4C1818DC,CL-000193,Ransomware disrupts operations and recovery capabilities,Cyber,Vendor Risk,SECURITY_RANSOMWARE,UNKNOWN,10,2,5,10,,Weak,Medium,False,,Harden privileged access | Immutable backups + frequent restore testing,NIST IR-4; NIST CP-9; NIST AC-2,Risk signal (Weak): SECURITY_RANSOMWARE affecting UNKNOWN in Vendor Risk. Evidence window: 2026-04-21 to 2026-04-21 across 1 source(s). Representative sources: Data breach: Citizens flags limited customer impact after vendor data incident amid ransomware claims - InvestmentNews,"SECURITY_RANSOMWARE affecting UNKNOWN can disrupt Vendor Risk, causing operational delays and recovery complications.",1,2026-03-25,2026-03-25,The HIPAA Journal,https://news.google.com/rss/articles/CBMifEFVX3lxTE9PZGVMZmE5MjBLdUl4WGc4eU15QTVXQjg2UGczUGExN2JYaW1fZ2VyWGtFQUhQc0NORWMyNVBQQXVmQWRMS2hpZjZYWkNJV3duTXFWa1haX2NvWHJDQkVMdWRfZnZicjVSbkdTdzVHV2htWWkxLS1kYS1maFo?oc=5,breach,,SECURITY_BREACH affecting systems in Vendor Risk.
