risk_id,cluster_id,evidence_id,published_date,publisher,title,url,source_type,search_query,relevance_score,event_type_hint,entity_keywords,event_keywords,asset_keywords
RISK-OUTAGE_APPLICATION-SYSTEMS-9187E752,CL-000035,EV-962567601C,"evidence_id
EV-962567601C    2025-08-28
EV-962567601C    2025-08-28
Name: published_date, dtype: str","evidence_id
EV-962567601C    Clemson News
EV-962567601C    Clemson News
Name: publisher, dtype: str","evidence_id
EV-962567601C    Managing time and attendance: Update to Kronos...
EV-962567601C    Managing time and attendance: Update to Kronos...
Name: title, dtype: str","evidence_id
EV-962567601C    https://news.google.com/rss/articles/CBMisAFBV...
EV-962567601C    https://news.google.com/rss/articles/CBMisAFBV...
Name: url, dtype: str","evidence_id
EV-962567601C    news
EV-962567601C    news
Name: source_type, dtype: str","evidence_id
EV-962567601C    ERP outage
EV-962567601C    SSO outage
Name: search_query, dtype: str","evidence_id
EV-962567601C    0.8
EV-962567601C    0.6
Name: relevance_score, dtype: float64","evidence_id
EV-962567601C    OUTAGE_APPLICATION
EV-962567601C    OUTAGE_APPLICATION
Name: event_type_hint, dtype: str","evidence_id
EV-962567601C   NaN
EV-962567601C   NaN
Name: entity_keywords, dtype: float64","evidence_id
EV-962567601C    outage
EV-962567601C    outage
Name: event_keywords, dtype: str","evidence_id
EV-962567601C    system
EV-962567601C    system
Name: asset_keywords, dtype: str"
RISK-OUTAGE_NETWORK-NETWORK-ED8652FB,CL-000036,EV-BA78832119,2025-09-03,Fierce Network,A software issue likely caused Verizon's weekend outage - Fierce Network,https://news.google.com/rss/articles/CBMilwFBVV95cUxPZGZ3XzJmQWlCZ3ZuOWNmX2l2ZVlRUktzS21salZtcXJXWktPVFl6TEFXMk9mVUVKaWFFUEQ1TmJRWHoxYTUtY1NIemM2QVAxUnNKeWsyN3Jhdm9FcHdjVkhjSndXWklod1hJek1VYXhtMU1helpjQVBoMlgtMHE4MnVTVW1WU0hUeEU2Z29yOTlqNEZhV1hj?oc=5,news,core network outage,0.6,OUTAGE_NETWORK,,outage,network
RISK-OUTAGE_APPLICATION-APPLICATIONS-A3946B09,CL-000045,EV-174B32DA30,2025-10-02,CityNews Edmonton,Border services’ kiosk outage resolved at Canadian airports - CityNews Edmonton,https://news.google.com/rss/articles/CBMiuwFBVV95cUxOTko5S0szQ0NEMUtnUVQ2bXUzQmtBNWlqdTJ3dTAyX1FhZVByUHdmc3VWQlo1UndGOFJ6cHRibkN0bjVGZ1dWQVVHelRRVnRMTndEVnhud0NDZ0I5cDhiNU0taXJ1SHdhd1VCeFFEcEtmN3JaU0Nlb2NWeWtxUnpYcUJWd2czUlgxQ21jMU5Sa1NUVXlJVUM4SXYtNFhFbWtCR1FHUTBTb3dlMk11NTRYbnVMT3BzN3BDSGt3?oc=5,news,EDI outage,0.45,OUTAGE_APPLICATION,,outage,
RISK-OUTAGE_APPLICATION-APPLICATIONS-2C0420ED,CL-000048,EV-0B485183C2,2025-10-08,Techzine Global,Microsoft 365 outage disrupts Teams and Exchange access globally - Techzine Global,https://news.google.com/rss/articles/CBMitAFBVV95cUxQWXplc2JfOFFCT1BmeDRNYjBzTHo0dnR2d2NNUzZPbW8xWjBXbS1JMklRV2ExV3pKQ0NJU0hjT0VVTHVUWk9ubWctd3QzeE80WXlOODc0dWRpN3N4OExTc19hNlBuNEJieldCdG1fX0VwTjhCT2pnVzdvcGhnNmlyU3pmSDJSX3lYLUd3eTlfbTFtUkRxUnlXbVhSamZNQnkzS0VQa1lZaUptMGFoS3Q3SE9ybV8?oc=5,news,SSO outage,0.45,OUTAGE_APPLICATION,,outage,
RISK-OUTAGE_APPLICATION-APPLICATIONS-2C0420ED,CL-000049,EV-0E47A19EA5,2025-10-08,BleepingComputer,"Microsoft 365 outage blocks access to Teams, Exchange Online - BleepingComputer",https://news.google.com/rss/articles/CBMirAFBVV95cUxNMDhLcmZkZklZVG02ZmgzZmJkdmgyQWRXMG5GVkgwMktKMS11MDNudllsNmJnb3JLbHlZYkRUOWtRS0dGZEZTdmw4RlgxdExRWU9sLThPQ1F0M3gwM1RxOXFJdnl3WDhBVGdCSnoyb09VOW1ZM1Q4bmRRclFZdTF2dWg1dHRnemFpWXpCc0FuOENURWl4YkpKX0gxZFJ3MHlPckpxU0t5WXFxTi120gGyAUFVX3lxTFBQa2FjbGhOc1JFeTRzdGRLSFdMM3dxRzMwcDQtRnF3UDMtLV93Q1dfdXloRzVETTI1b0tzWElTWnFxRUpsdDJYbmdxRmNWaFZ1dk92c0xaQXJyejBBVXV4QXJsdmFDSExrTWk4dkkzVF9iQnhmZmJfcjFWQmhuVlB4ZlphVDRNaXpiakpaWDd5Mm0tS1ZBSnRBWFA3NkZPclVab0FmSzY1eE1ueUJnekZUQXc?oc=5,news,SSO outage,0.45,OUTAGE_APPLICATION,,outage,
RISK-SECURITY_RANSOMWARE-UNKNOWN-B3810008,CL-000051,EV-6C728FF3DE,2025-10-10,Dark Reading,The Fight Against Ransomware Heats Up on the Factory Floor - Dark Reading,https://news.google.com/rss/articles/CBMikwFBVV95cUxPMXY1YmZRdmpST0Vsc2FsMmRoOGJXU2FHVUlrWTJNUlpacm9JZXhLREhteE5xbUFranhpZUdWUUZmQlNEMWRsVFJrNWtHZ3dBcnZBbkVUdG9vODBDTEpjbklpVHN3WlZpMThMa1Q5UnZzbVpkVW1mbmJOWUtLQVlEZnAxU1pHa2xzNzRZc1NYT1VkNkk?oc=5,news,"ransomware attack, logistics ransomware, ransomware supply chain, manufacturing ransomware",0.55,SECURITY_RANSOMWARE,,ransomware,
RISK-OUTAGE_APPLICATION-APPLICATIONS-2C0420ED,CL-000052,EV-685E03C6BB,2025-10-13,BleepingComputer,Microsoft investigates outage affecting Microsoft 365 apps - BleepingComputer,https://news.google.com/rss/articles/CBMiqwFBVV95cUxONjdjOXM0dTQzTmdQaFkyWllySHFNQUd0WFN1LU5saGxvMWxzNWROSzhNUm5kVUllQ0hMRGtYaFU0YkQxT29pX2ZIeG5YQld0TmVvNVNhb3NGVndwa19oV2xKY25SUW50Wnd5QlhLcVQzSzJZeThkX2YxRjFUWmlTNVBZNDNTc2JibFEwYWstcGZmeTdaY29EUFFHUnN1aGNrYmNTdG9IMFlIWFnSAbABQVVfeXFMUEZwV1ViS2hyQlJfTEhkUk1vYkVoTC1GTUFmZWVyd2hYVnZOZkVQLU5Kbk8xMGtaSGhyZ0RQTWowRVNfMTJJQW1jN2xMaE5nOTFwcUREUFdwSldmLTVvaW05eUY1WFpjWFRzTnU5cndadjJHd0lfZmdhcE9Zczk5MG5jOXlCY1VvTE41TnNlSl9ORUdXQlRjMUl4ZWZrUTY0NGVESkhLQ2FYYktCM3Z1NlU?oc=5,news,SSO outage,0.45,OUTAGE_APPLICATION,,outage,
RISK-OUTAGE_NETWORK-NETWORK-ED8652FB,CL-000053,EV-B0669977DC,2025-10-13,Inside Towers,Verizon Wireless Network Outage Affects a Number of U.S. Cities - Inside Towers,https://news.google.com/rss/articles/CBMikgFBVV95cUxOdnVSSE1vOVRCUU94ZDNpNGhETV9rb0pYNGtvNUNPNTViVFpZek0wN2pSQ041LVBGSEs3U2VXWFVySHFFd0RLUXBJT3lCVkM0enZUQUJRWGcyRjdxdk41Slh3VGZSY2VRLXNDRWtHeU9HZGJtQmpsNnBrU1FJUlo5QThsYmlJeFppNmh0Z1FDNVNlZw?oc=5,news,core network outage,0.6,OUTAGE_NETWORK,,outage,network
RISK-OUTAGE_APPLICATION-APPLICATIONS-3B65C7AF,CL-000054,EV-E38BAB4C1A,2025-10-16,Mashable,AWS outage update: What happened and why? - Mashable,https://news.google.com/rss/articles/CBMie0FVX3lxTFB3UmNyM254ZmN6clFKM1l2QzQ4ODNRZE5HVFNsNWtqZFM3WkNuNUtvc2lqY21MUkdfdVNrRTFxT29MbDhKSmtTR1FsQ3RaMFRPS29fY3hPcFV6MFFWY2hhdWxKd0xhOUpHa2ZyT0lGR0JON2lWek9QSnJESQ?oc=5,news,"compute service disruption,storage failure",0.45,OUTAGE_APPLICATION,,outage,
RISK-OUTAGE_CLOUD_REGION-CLOUD-B5107001,CL-000056,EV-78049EC956,2025-10-20,PBS,"Amazon cloud computing outage disrupts Snapchat, Ring and many other online services - PBS",https://news.google.com/rss/articles/CBMiuwFBVV95cUxNTU1heVFjaGltR0oxLXM4a0U2Q0NjVW9OeW50SG1sd1l1cDAzeXpTOHVPY052Sy1mbWFya2t5SFE2Z3E5LTNtNExXOXdLeFQteTZLZnhtQ09UUk04U0cxZlNEckhydTFFS0dyVXNBR3BSWEh1aktNOHNGWkhJRG94M3hvTlA1WUZLVlc4emsxLU8xMF9Fd2xSb01JRWJjUFN5aE5sLVRIZmVXWVI0MHg2Ml9zS0RsdHJ5T3I4?oc=5,news,cloud provider outage,0.6,OUTAGE_CLOUD_REGION,,outage,cloud
RISK-OUTAGE_CLOUD_REGION-CLOUD-B5107001,CL-000057,EV-0A24ACD7CB,2025-10-20,Tech Policy Press,Amazon Cloud Outage Reveals Democratic Deficit in Relying on Big Tech - Tech Policy Press,https://news.google.com/rss/articles/CBMimgFBVV95cUxPenZmQjA5UXhTZV9iZHJxU0tUZ3habl9LOFlPNmItcDhXRmg2MmF1ejlLQlFodm1CWm9jY1pDdGNQREZ0bFJFZUo1RTdhSHlRY1pRbWJ3NFlXTVN3SFd4TUZhNGhUb0xUYXNTQ1pMVlRqMHdkZUs4WnUxZ0k4S2loZ1F0V3oxc1hHSV9mWXYyQXFuWHlwOHhBRlFB?oc=5,news,cloud provider outage,0.6,OUTAGE_CLOUD_REGION,,outage,cloud
RISK-OUTAGE_CLOUD_REGION-CLOUD-B5107001,CL-000058,EV-E1C058A8F2,2025-10-20,Forrester,The AWS US-East Outage: A Wake-Up Call For Cloud Resilience - Forrester,https://news.google.com/rss/articles/CBMilgFBVV95cUxPY0U0XzQ1Y3hTQi03WDByY0ZITjYxZXVCbF9sU1BleklaaXNJbGo3ZVpIYXJpc05rcWdJVTZ6QTh2X051VnhvTVQ1b1h6eDhZaXFBUkpGQ3BqWGtZTVRRQ2NOU2F6ME84UEtVZUl3U1hucFVzYWo4RnJRVU1hbEtMX05Fc0JLeDFEY25uSWNpZlVrNFprWkE?oc=5,news,cloud provider outage,0.6,OUTAGE_CLOUD_REGION,,outage,cloud
RISK-OUTAGE_APPLICATION-APPLICATIONS-2C0420ED,CL-000061,EV-9BFF338D52,2025-10-20,pandasecurity.com,AWS outage: Impact on Apps & Services - Panda Security - pandasecurity.com,https://news.google.com/rss/articles/CBMigAFBVV95cUxQaDUyN3BZa0VYZ1JIWXNmeTNQTkE3VGRSbzFoVEQ4cnAzNzRORHBiV3JkVTc2MGlWWHU0V3RqTmE1d1RGT29ZR0J5dUJKZ0ROdHMwMEVqLVdjQi1aTFNFWmp0M3k2RHByaDcxVl9OU2lhLUtnVl9TaXJvQWZkYkw0SNIBiAFBVV95cUxPT1VYNFFpaWw4WWtyUGMtak9aS1pIMVNiR1ZjMzFENTdiSTN1M3d3b19xR0lzYWRwU0R0eDN3R2lwanN5MXdyaHRNbk9iNTBBcVd4akR5Y2I3dHNsOXo1V2pUYjhCd0FhamR3dEhhdVpkQzl2a0c0ZjhwWEc1MjUwQWpjU2VPRmtK?oc=5,news,SSO outage,0.45,OUTAGE_APPLICATION,,outage,
RISK-OUTAGE_APPLICATION-APPLICATIONS-3B65C7AF,CL-000066,EV-11800E9AD3,2025-10-21,Al Jazeera,"What caused Amazon’s AWS outage, and why did so many major apps go offline? - Al Jazeera",https://news.google.com/rss/articles/CBMitAFBVV95cUxPMEU5X0J6LTgzZnFSR0RtYVlGUFhXSVNIcGFxaFRqWVlKV1A0RjhiM0plN2p0MmxRWnVDaGdjY1JFRXVCLXlUWllySmRpTnBmeC1DZ0lOQTNOOTVXcHJ3U0VsZzV6R1kzTlp0RE83Z0Exd2NDR000M3RzMlVNdnNIbC1jQ0kzZTFMdTFPT0dfYW5tc1dUaVE2ZGFZWm1QYlBCZ0FadUJBUGVCdndReHB4bW9EQnHSAboBQVVfeXFMUDNPdV9GcVJva2cyNTdkcXp2UWRRMDl0WmdyRVBjZ082S2djY3pyT05HbWhPUFByQ29VTFl1YV9neTZyWi1hTlR2QWxDMDRZR3ZuR1MwTmlBdHJXNW00eTc3SjFIUmlQbFpNNzNDNXJtcXhyYTZiWExVZkQtUXdBb0RkVjNnVnUyVHRJVkhIVTNlVklwOWtFY3dJaHdudVhaWnZEQ0pMeXNzWnh5RXN4ZVNtR0R6Um5qRE5R?oc=5,news,"compute service disruption,storage failure",0.45,OUTAGE_APPLICATION,,outage,
RISK-OUTAGE_APPLICATION-APPLICATIONS-3B65C7AF,CL-000067,EV-5808E45BDF,2025-10-21,BBC,What caused the AWS outage - and why did it make the internet fall apart? - BBC,https://news.google.com/rss/articles/CBMiWkFVX3lxTE1DaTN0U29qNTJPbXdvMHBoeV9SNVd3THRCQVVQUVZjY2tYZ1ZvZ0FQcHhCdURIM0hBaG5qd21vbFN2TklxUXZwZDZPM0RwQjJiQ25LbEpRWXdfdw?oc=5,news,"compute service disruption,storage failure",0.45,OUTAGE_APPLICATION,,outage,
RISK-SECURITY_BREACH-UNKNOWN-3FD148F9,CL-000075,EV-0D9BA75B81,2025-11-03,The Record from Recorded Future News,Japanese retailer Askul confirms data leak after cyberattack claimed by Russia-linked group - The Record from Recorded Future News,https://news.google.com/rss/articles/CBMiekFVX3lxTE5GVHZBNTloWkRGZ2FucTJTWUVRdmNVNmNzOFExZnNhcFNPYW5JR3dfN3hfMUVIc0JVVldXVERkTEVkT2RMRVlqN0xWZTJUdzBJcUVVc3BacU9yekJ4TzAyRGZNRkwxaWJoVUFzQk5QSnBxYzVRQThlZVNB?oc=5,news,"cyber attack supply chain, network compromise logistics, data breach supplier, security breach logistics company",0.5,SECURITY_BREACH,,leak,
RISK-SECURITY_RANSOMWARE-UNKNOWN-B3810008,CL-000077,EV-D5633886D1,2025-11-07,cyfirma,TRACKING RANSOMWARE : OCTOBER 2025 - cyfirma,https://news.google.com/rss/articles/CBMidEFVX3lxTE9NRFY5Vm5lcm9mVlBtTGFHZGRDSzNkWW9FMlAydl81OThPR0JtZXFJTGZ4Z3oyNkd2MlhPVnNXUWNXYU5SaUNHbGN6WkUtSmhCVTg2Y0dLS05RUmN2VFdFQnRjYlRMS2VzTHpjYkI4eEhjWG1P?oc=5,news,"ransomware attack, logistics ransomware, ransomware supply chain, manufacturing ransomware",0.55,SECURITY_RANSOMWARE,,ransomware,
RISK-OUTAGE_APPLICATION-APPLICATIONS-3B65C7AF,CL-000078,EV-3CC8DDB2C8,2025-11-14,promarket.org,How Should We Address the Amazon Web Services Outage? - promarket.org,https://news.google.com/rss/articles/CBMilAFBVV95cUxNWDRmZTg2ZWlpVzMtSEhSUGxFakFaN00xWGRhQm1NQ0RxSmE4TFZVQV9xOFFnZFJvU1JEWm82Y0VWelBIeXIxV3Zad296VjJlVTllbDI0R0ZnUi1NeUZoOUdIN29WZkp0eWVaUnlydzNjLW5IWEJ5R1NlZmdIN0ljLVMtUlhjdnMzc2lTQzUyRXFaVVRD?oc=5,news,cloud provider outage,0.45,OUTAGE_APPLICATION,,outage,
RISK-OUTAGE_APPLICATION-APPLICATIONS-A3946B09,CL-000081,EV-EB824C9228,2025-11-18,Axios,Cloudflare traces hours-long outage to one single file - Axios,https://news.google.com/rss/articles/CBMieEFVX3lxTE5JMUFFVkJwQ1ZFQXMya2g2TjZELXRVeE0wdVN0ZFE1SS02NnlMTnZ4NmVyQ3I0S1RBOEFMTUVCelVwNUpwejUzaDRfbGlfOU5ua2xxUUhmWkxlWnpmUXR2UGVmVlhoc2VYZXVXeF9rM09rY1hYZ1FFbw?oc=5,news,EDI outage,0.55,OUTAGE_APPLICATION,,outage,
RISK-OUTAGE_APPLICATION-APPLICATIONS-7886056C,CL-000083,EV-CB9E435C2F,2025-11-18,The Cloudflare Blog,"Cloudflare outage on November 18, 2025 - The Cloudflare Blog",https://news.google.com/rss/articles/CBMiYkFVX3lxTFBtNEtuR1ZlR0Vsa2tNa2k4MEMtYzlreXV2alBhN1lvMHB2cHBEVV93cld2ZExoRHRKWFJpUl9nMjE0M0NtaFVsU3hDMXBfMEJrbGpzMmFqVXh3UGthSUlJaEtR?oc=5,news,core network outage,0.55,OUTAGE_APPLICATION,,outage,
RISK-OUTAGE_APPLICATION-APPLICATIONS-2C0420ED,CL-000089,EV-2BAAFE6ED4,2025-12-01,The Tech Buzz,Shopify Outage Resolved After Disrupting Cyber Monday Sales - The Tech Buzz,https://news.google.com/rss/articles/CBMilwFBVV95cUxNMmxhZmI4a0Y3WE1nZTFTTFlRaFJPWjVBQXNuVlN0eWtZYzlZU1oyRGFTZGlhdnR1ejMwNFB6S3U3NXNDYi1rVGNVNDd3NDBHWGgtZ1kzZnJqOTR4Y0xQWDVKWk9kY25GZ0Q4UFFDUGpiX0tfQmcwZXB3dkdaUjF6MkhDaDhIbVBKWWtHa2k2dEZucVhXQ2JN?oc=5,news,"authentication failure,login disruption",0.45,OUTAGE_APPLICATION,,outage,
RISK-OUTAGE_APPLICATION-APPLICATIONS-A3946B09,CL-000090,EV-FF530B2655,2025-12-05,Aviation A2Z,"Delta Cancels 100s of Flights at Detroit Amid Outage, DL208 Diverted and More - Aviation A2Z",https://news.google.com/rss/articles/CBMilAFBVV95cUxQaUU1SENUbngyWE9iZzBwNDFKZFhBbkdiX25rbWZMNXhWYVdqQWk2dkxCSHl1RkR3cFMzM3JzWmVpZGtIb0tsbGZKMXNFaTJXMGpqRzNndl9HbjVxOUQzdll3TjFsNkFuMFNMXy1xenpLN0FIbWowVVNqR2VlZURzTlh2bHROTHhKTmZYQUh3SzB1cUct?oc=5,news,EDI outage,0.55,OUTAGE_APPLICATION,,outage,
RISK-OUTAGE_APPLICATION-APPLICATIONS-A3946B09,CL-000092,EV-E27551766B,2025-12-05,BBC,Flights resume at Edinburgh Airport after air traffic control outage - BBC,https://news.google.com/rss/articles/CBMiXEFVX3lxTE9Ea3h1ZWtQQlBhRDZVQVhHVWZ2RjZ1ajZZTUVuNWFPTVVhM1NmRmxRQ3hzeXdEMFVHcmZXU2F5UENVc2xYaDQ4OFM5Q2tNOEQ2eTVvR1dsM1VPR3Fn?oc=5,news,EDI outage,0.55,OUTAGE_APPLICATION,,outage,
RISK-OUTAGE_APPLICATION-APPLICATIONS-2C0420ED,CL-000094,EV-C677700F3D,2025-12-08,International Business Times UK,"Banks, Shopify, Zoom Hit Again as Cloudflare's Second December Outage Reveals Your Internet's Fragility - International Business Times UK",https://news.google.com/rss/articles/CBMivAFBVV95cUxPZWJvVEk1RnBFTkdYZmNXMnMyVXJaN014MVc0UE1UQ2pTZ19oVTB0dUZXY2RvNEJlN2Y1c0hCTVY3X1pTVkVLdHRRb2VEUmYxbWNzWXF5dFBIQXpWczhSbFBpNWszNGRNVVNNSzEtb2FiSkt1a1ZBSGVYZk9XdkhhVnBfd2kzemY5dzFSMHo4TnhkVDJ6cEwyQ3ltRGxZY2x1RnA4ekdJN1lHa3k1MWhKZWhhRzlZeDlHRy0zSw?oc=5,news,SSO outage,0.45,OUTAGE_APPLICATION,,outage,
RISK-OUTAGE_APPLICATION-APPLICATIONS-A3946B09,CL-000099,EV-30078FA82C,2025-12-21,Report.az,"Power outage in San Francisco affects 130,000 households - Report.az",https://news.google.com/rss/articles/CBMimAFBVV95cUxONVFacktJYUpKbUpmalVTVGZhcThWR0hZMHRCdjhma3pSRWk2d0o2Rm9kaEdVaTJ0MEZLMXBrUmdpeFBkQ1lPOEphSDk1MU1lMzhaSDdyei1oUm8xQ24zQ2JWenNnZVVlQnlzdGVvQVhhMVBOdG5HUFkwd21DSk1BdThwSHdHTG4zT3ZSVng0VTVGWTlSOHAzQ9IBngFBVV95cUxOMzBiaE92cFk5bWFrSmxKeXp3Mkc4VTItT1lYRG03VEUxaU1ZeFp5NXE4T19od2hGdHNpYXpmbHd3ODBTd0liZ19ickZxQTB2d2RfMlk3QXBWSmdobUNYOFFaUFBOQnVGMEJtd0pOdVJtdjhQbTE0VzNYUXBQTG9md2ZvNVpUSlV0RGtVcWhQUFo4Qm9VNUFWWjFYbWxCZw?oc=5,news,EDI outage,0.55,OUTAGE_APPLICATION,,outage,
RISK-SECURITY_RANSOMWARE-UNKNOWN-B3810008,CL-000128,EV-F80A5C8BF1,2026-02-10,TechTarget,Top 10 ransomware targets by industry - TechTarget,https://news.google.com/rss/articles/CBMimgFBVV95cUxOb1p6dmFpcThQWDNBenpmV05wWUZJWlprcVV0REZlWGJiM0Y0akdudjNFUVM3Z2t4TlVHb3NycWFWTGM1bHdmcFlib0NEX2s0anpRWlVISlNnUHUzUnMtUHkwaUJEWHEyTmJReXVGbEN6QjZsTjRTNzFETmdXMDBkNmZyeVBnNnNUWGptOG82VlhScmRkcHMxRzdB?oc=5,news,"ransomware attack, logistics ransomware, ransomware supply chain, manufacturing ransomware",0.55,SECURITY_RANSOMWARE,,ransomware,
RISK-OUTAGE_APPLICATION-APPLICATIONS-2C0420ED,CL-000139,EV-6BA2D2D610,2026-03-02,MSN,Global outage cripples Claude AI access - MSN,https://news.google.com/rss/articles/CBMi2AFBVV95cUxQYWtBeUtHSk11eUJpWnpvU3UyZHZzUElkTzE2Z0V1RE5CRmdKTDFiYnA0LXNOTExRNHVIaTlybkhCc3ROM0NmZ3JwUUhZZzlzNnR5dFhZVXhweGdBdk5PdUNuWDhSN1FwZHJ3Y1VRTmM2VEdmZUdvb0lScWtvQ0lCcVZacG1BTGtlN2dsQ3AwRGdTWWs5QXR0c01rUFh3azRxRjNlMDNvWUJhc3h4RjdEdFJRWlAxdkg3dkFDc3JTX2pfVEZJZmpwR2dVTlNkT0o1NlNuMTQtUm0?oc=5,news,"authentication failure,login disruption",0.55,OUTAGE_APPLICATION,,outage,
RISK-OUTAGE_APPLICATION-APPLICATIONS-2C0420ED,CL-000205,EV-33A3DCB281,2026-04-27,Daily Times,Outlook outage disrupts Microsoft email services worldwide Monday - Daily Times,https://news.google.com/rss/articles/CBMiogFBVV95cUxOTE1VMmlQQ0k2bVhTbE52V3dyWGlMbmRnZHNPMDhoNzNXakRCT1cwbFRGM3pET0g2b3V1NlB1SEtrd1BkREFROGFmRFYtS09EdWlzY0dyQ2w3RVhGZWs5RndxTW10SjhzS0hJT3NUVUxqQ1RJemsxaDN1QU02TDRGb21saEpNb1JGUEtVTWE2eVA2YkRVTUFxQk1YeUdjUUJ6MlE?oc=5,news,"authentication failure,login disruption",0.55,OUTAGE_APPLICATION,,outage,
RISK-OUTAGE_APPLICATION-APPLICATIONS-3B65C7AF,CL-000212,EV-85061F3358,2026-04-28,capitolskyline.com,"Microsoft Outlook Outage Disrupts Email Access Across US and UK, Triggering Enterprise Operational Concerns - capitolskyline.com",https://news.google.com/rss/articles/CBMigAFBVV95cUxNZXB4RURhRnBJWkFFaHloNWtySGV5QWQyQ0hBakZpVGIzb1EtOUdZWkx4d3hwaUxsZThIclcwRFNLRk9sOVVjMzduTmhJMi10SVBYLWl2OW9GamdJdlR4ZDBvbm1xU0xTOFc3WlUtVG41WmdOb0JOLXVqUWFLcVY0bw?oc=5,news,cloud provider outage,0.55,OUTAGE_APPLICATION,,outage,
RISK-SECURITY_BREACH-UNKNOWN-BBF98AB6,CL-000196,EV-B0DCAA7C4C,"evidence_id
EV-B0DCAA7C4C    2026-04-22
EV-B0DCAA7C4C    2026-04-22
Name: published_date, dtype: str","evidence_id
EV-B0DCAA7C4C    American Banker
EV-B0DCAA7C4C    American Banker
Name: publisher, dtype: str","evidence_id
EV-B0DCAA7C4C    Citizens, Frost blame vendor after data breach...
EV-B0DCAA7C4C    Citizens, Frost blame vendor after data breach...
Name: title, dtype: str","evidence_id
EV-B0DCAA7C4C    https://news.google.com/rss/articles/CBMikAFBV...
EV-B0DCAA7C4C    https://news.google.com/rss/articles/CBMikAFBV...
Name: url, dtype: str","evidence_id
EV-B0DCAA7C4C    news
EV-B0DCAA7C4C    news
Name: source_type, dtype: str","evidence_id
EV-B0DCAA7C4C                           vendor data breach
EV-B0DCAA7C4C    third party compromise,customer data leak
Name: search_query, dtype: str","evidence_id
EV-B0DCAA7C4C    0.75
EV-B0DCAA7C4C    0.75
Name: relevance_score, dtype: float64","evidence_id
EV-B0DCAA7C4C    SECURITY_BREACH
EV-B0DCAA7C4C    SECURITY_BREACH
Name: event_type_hint, dtype: str","evidence_id
EV-B0DCAA7C4C   NaN
EV-B0DCAA7C4C   NaN
Name: entity_keywords, dtype: float64","evidence_id
EV-B0DCAA7C4C    breach
EV-B0DCAA7C4C    breach
Name: event_keywords, dtype: str","evidence_id
EV-B0DCAA7C4C    NaN
EV-B0DCAA7C4C    NaN
Name: asset_keywords, dtype: str"
RISK-SECURITY_BREACH-UNKNOWN-BBF98AB6,CL-000196,EV-B0DCAA7C4C,"evidence_id
EV-B0DCAA7C4C    2026-04-22
EV-B0DCAA7C4C    2026-04-22
Name: published_date, dtype: str","evidence_id
EV-B0DCAA7C4C    American Banker
EV-B0DCAA7C4C    American Banker
Name: publisher, dtype: str","evidence_id
EV-B0DCAA7C4C    Citizens, Frost blame vendor after data breach...
EV-B0DCAA7C4C    Citizens, Frost blame vendor after data breach...
Name: title, dtype: str","evidence_id
EV-B0DCAA7C4C    https://news.google.com/rss/articles/CBMikAFBV...
EV-B0DCAA7C4C    https://news.google.com/rss/articles/CBMikAFBV...
Name: url, dtype: str","evidence_id
EV-B0DCAA7C4C    news
EV-B0DCAA7C4C    news
Name: source_type, dtype: str","evidence_id
EV-B0DCAA7C4C                           vendor data breach
EV-B0DCAA7C4C    third party compromise,customer data leak
Name: search_query, dtype: str","evidence_id
EV-B0DCAA7C4C    0.75
EV-B0DCAA7C4C    0.75
Name: relevance_score, dtype: float64","evidence_id
EV-B0DCAA7C4C    SECURITY_BREACH
EV-B0DCAA7C4C    SECURITY_BREACH
Name: event_type_hint, dtype: str","evidence_id
EV-B0DCAA7C4C   NaN
EV-B0DCAA7C4C   NaN
Name: entity_keywords, dtype: float64","evidence_id
EV-B0DCAA7C4C    breach
EV-B0DCAA7C4C    breach
Name: event_keywords, dtype: str","evidence_id
EV-B0DCAA7C4C    NaN
EV-B0DCAA7C4C    NaN
Name: asset_keywords, dtype: str"
RISK-SECURITY_BREACH-UNKNOWN-BBF98AB6,CL-000199,EV-A4A7A0EF09,"evidence_id
EV-A4A7A0EF09    2026-04-23
EV-A4A7A0EF09    2026-04-23
Name: published_date, dtype: str","evidence_id
EV-A4A7A0EF09    PYMNTS.com
EV-A4A7A0EF09    PYMNTS.com
Name: publisher, dtype: str","evidence_id
EV-A4A7A0EF09    Citizens Bank Customers Targeted in Third-Part...
EV-A4A7A0EF09    Citizens Bank Customers Targeted in Third-Part...
Name: title, dtype: str","evidence_id
EV-A4A7A0EF09    https://news.google.com/rss/articles/CBMipAFBV...
EV-A4A7A0EF09    https://news.google.com/rss/articles/CBMipAFBV...
Name: url, dtype: str","evidence_id
EV-A4A7A0EF09    news
EV-A4A7A0EF09    news
Name: source_type, dtype: str","evidence_id
EV-A4A7A0EF09                           vendor data breach
EV-A4A7A0EF09    third party compromise,customer data leak
Name: search_query, dtype: str","evidence_id
EV-A4A7A0EF09    0.75
EV-A4A7A0EF09    0.75
Name: relevance_score, dtype: float64","evidence_id
EV-A4A7A0EF09    SECURITY_BREACH
EV-A4A7A0EF09    SECURITY_BREACH
Name: event_type_hint, dtype: str","evidence_id
EV-A4A7A0EF09   NaN
EV-A4A7A0EF09   NaN
Name: entity_keywords, dtype: float64","evidence_id
EV-A4A7A0EF09    breach
EV-A4A7A0EF09    breach
Name: event_keywords, dtype: str","evidence_id
EV-A4A7A0EF09    NaN
EV-A4A7A0EF09    NaN
Name: asset_keywords, dtype: str"
