cluster_id,incident_title,event_type,business_function,primary_asset,scenario_title,scenario_statement,operational_impact,recovery_focus,evidence_count,evidence_strength,testing_candidate_flag,documentation_update_flag,runbook_review_flag,last_updated,likelihood,impact,similarity,final_score
CL-000047,No title available,UNKNOWN,IT Operations,UNKNOWN,UNKNOWN impacts IT Operations,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to it operations.",Potential disruption to IT Operations,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.271742,1,3,1,3
CL-000048,Disruption to Jaguar Land Rover after cyber-attack may last until October - The Guardian,CYBER_OPERATIONAL_DISRUPTION,IT Operations,UNKNOWN,CYBER_OPERATIONAL_DISRUPTION impacts IT Operations,"If CYBER_OPERATIONAL_DISRUPTION occurs affecting UNKNOWN, potential disruption to it operations.",Potential disruption to IT Operations,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.272670,1,3,1,3
CL-000049,DKSH Modernises Distribution Operations with Major Technology Upgrade - Nation Thailand,UNKNOWN,Distribution Operations,UNKNOWN,UNKNOWN impacts Distribution Operations,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to distribution operations.",Potential disruption to Distribution Operations,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.273431,1,3,1,3
CL-000012,No title available,OUTAGE_APPLICATION,Network Infrastructure,applications,Critical application outage disrupts business operations,"If OUTAGE_APPLICATION occurs affecting applications, business processes are interrupted.",Business processes are interrupted,"Restart or restore application, validate integrations",1,Weak,True,True,True,2026-04-28T15:39:17.254677,1,3,1,3
CL-000010,Warehouse drones scan codes to help track inventory - Indianapolis Business Journal,UNKNOWN,Distribution Operations,UNKNOWN,UNKNOWN impacts Distribution Operations,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to distribution operations.",Potential disruption to Distribution Operations,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.253906,1,3,1,3
CL-000011,No title available,UNKNOWN,Network Infrastructure,UNKNOWN,UNKNOWN impacts Network Infrastructure,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to network infrastructure.",Potential disruption to Network Infrastructure,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.254286,1,3,1,3
CL-000002,No title available,UNKNOWN,Order Processing,UNKNOWN,UNKNOWN impacts Order Processing,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to order processing.",Potential disruption to Order Processing,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.249607,1,3,1,3
CL-000003,No title available,UNKNOWN,Compliance & Governance,UNKNOWN,UNKNOWN impacts Compliance & Governance,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to compliance & governance.",Potential disruption to Compliance & Governance,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.250027,1,3,1,3
CL-000004,How CrowdStrike Protects Against Data-Wiping Malware - CrowdStrike,DESTRUCTIVE_CYBER_ATTACK,Security Operations,systems,DESTRUCTIVE_CYBER_ATTACK impacts Security Operations,"If DESTRUCTIVE_CYBER_ATTACK occurs affecting systems, potential disruption to security operations.",Potential disruption to Security Operations,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.250677,1,3,1,3
CL-000006,No title available,UNKNOWN,Order Processing,systems,UNKNOWN impacts Order Processing,"If UNKNOWN occurs affecting systems, potential disruption to order processing.",Potential disruption to Order Processing,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.251941,1,3,1,3
CL-000009,Continuous vetting: keep your finances in order - army.mil,UNKNOWN,Order Processing,UNKNOWN,UNKNOWN impacts Order Processing,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to order processing.",Potential disruption to Order Processing,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.253408,1,3,1,3
CL-000005,No title available,DESTRUCTIVE_CYBER_ATTACK,Security Operations,systems,DESTRUCTIVE_CYBER_ATTACK impacts Security Operations,"If DESTRUCTIVE_CYBER_ATTACK occurs affecting systems, potential disruption to security operations.",Potential disruption to Security Operations,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.251494,1,3,1,3
CL-000001,No title available,UNKNOWN,Order Processing,UNKNOWN,UNKNOWN impacts Order Processing,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to order processing.",Potential disruption to Order Processing,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.249094,1,3,1,3
CL-000091,Why Supply Chain Automation Fails Before It Even Starts - Logistics Viewpoints,UNKNOWN,Transportation & Logistics,UNKNOWN,UNKNOWN impacts Transportation & Logistics,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to transportation & logistics.",Potential disruption to Transportation & Logistics,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.303126,1,3,1,3
CL-000090,"Cloudflare outage on November 18, 2025 - The Cloudflare Blog",OUTAGE_APPLICATION,Network Infrastructure,applications,Critical application outage disrupts business operations,"If OUTAGE_APPLICATION occurs affecting applications, business processes are interrupted.",Business processes are interrupted,"Restart or restore application, validate integrations",1,Weak,True,True,True,2026-04-28T15:39:17.302548,1,3,1,3
CL-000089,Cloudflare traces hours-long outage to one single file - Axios,OUTAGE_APPLICATION,Supplier Integration,applications,Critical application outage disrupts business operations,"If OUTAGE_APPLICATION occurs affecting applications, business processes are interrupted.",Business processes are interrupted,"Restart or restore application, validate integrations",1,Weak,True,True,True,2026-04-28T15:39:17.301957,1,3,1,3
CL-000088,SAP apologizes for customer portal outage - theregister.com,OUTAGE_APPLICATION,Order Processing,applications,Critical application outage disrupts business operations,"If OUTAGE_APPLICATION occurs affecting applications, business processes are interrupted.",Business processes are interrupted,"Restart or restore application, validate integrations",1,Weak,True,True,True,2026-04-28T15:39:17.301356,1,3,1,3
CL-000087,County Library system can't get new books after its distributor ceases operations - The Palm Beach Post,UNKNOWN,Procurement & Supply Chain,systems,UNKNOWN impacts Procurement & Supply Chain,"If UNKNOWN occurs affecting systems, potential disruption to procurement & supply chain.",Potential disruption to Procurement & Supply Chain,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.300285,1,3,1,3
CL-000085,"At least seven dead after UPS plane crashes in fireball on takeoff from Louisville, Kentucky - Reuters",UNKNOWN,Physical Infrastructure,UNKNOWN,UNKNOWN impacts Physical Infrastructure,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to physical infrastructure.",Potential disruption to Physical Infrastructure,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.297769,1,3,1,3
CL-000084,Japanese retailer Askul confirms data leak after cyberattack claimed by Russia-linked group - The Record from Recorded Future News,SECURITY_BREACH,Cybersecurity,UNKNOWN,SECURITY_BREACH impacts Cybersecurity,"If SECURITY_BREACH occurs affecting UNKNOWN, potential disruption to cybersecurity.",Potential disruption to Cybersecurity,Investigate recovery procedures,1,Weak,True,True,True,2026-04-28T15:39:17.296352,1,3,1,3
CL-000083,Combatting Supply Chain Cyber Threats: Safeguarding Data and Protecting Digital Supply Chains in a Rapidly Evolving Cyber Landscape - Foley & Lardner LLP,UNKNOWN,Cybersecurity,UNKNOWN,UNKNOWN impacts Cybersecurity,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to cybersecurity.",Potential disruption to Cybersecurity,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.294838,1,3,1,3
CL-000076,"What caused Amazon’s AWS outage, and why did so many major apps go offline? - Al Jazeera",OUTAGE_APPLICATION,Cloud Infrastructure,applications,Critical application outage disrupts business operations,"If OUTAGE_APPLICATION occurs affecting applications, business processes are interrupted.",Business processes are interrupted,"Restart or restore application, validate integrations",1,Weak,True,True,True,2026-04-28T15:39:17.287180,1,3,1,3
CL-000082,No title available,OUTAGE_APPLICATION,Identity & Access Management,applications,Critical application outage disrupts business operations,"If OUTAGE_APPLICATION occurs affecting applications, business processes are interrupted.",Business processes are interrupted,"Restart or restore application, validate integrations",1,Weak,True,True,True,2026-04-28T15:39:17.293663,1,3,1,3
CL-000080,No title available,SECURITY_BREACH,Vendor Risk,UNKNOWN,SECURITY_BREACH impacts Vendor Risk,"If SECURITY_BREACH occurs affecting UNKNOWN, potential disruption to vendor risk.",Potential disruption to Vendor Risk,Investigate recovery procedures,1,Weak,True,True,True,2026-04-28T15:39:17.291958,1,3,1,3
CL-000078,Massachusetts Hospitals Experiencing Disruption Due to Cyberattack - The HIPAA Journal,CYBER_OPERATIONAL_DISRUPTION,IT Operations,UNKNOWN,CYBER_OPERATIONAL_DISRUPTION impacts IT Operations,"If CYBER_OPERATIONAL_DISRUPTION occurs affecting UNKNOWN, potential disruption to it operations.",Potential disruption to IT Operations,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.289858,1,3,1,3
CL-000077,What caused the AWS outage - and why did it make the internet fall apart? - BBC,OUTAGE_APPLICATION,Cloud Infrastructure,applications,Critical application outage disrupts business operations,"If OUTAGE_APPLICATION occurs affecting applications, business processes are interrupted.",Business processes are interrupted,"Restart or restore application, validate integrations",1,Weak,True,True,True,2026-04-28T15:39:17.288390,1,3,1,3
CL-000070,AWS outage: Impact on Apps & Services - Panda Security - pandasecurity.com,OUTAGE_APPLICATION,Identity & Access Management,applications,Critical application outage disrupts business operations,"If OUTAGE_APPLICATION occurs affecting applications, business processes are interrupted.",Business processes are interrupted,"Restart or restore application, validate integrations",1,Weak,True,True,True,2026-04-28T15:39:17.284398,1,3,1,3
CL-000069,No title available,OUTAGE_APPLICATION,Cloud Infrastructure,applications,Critical application outage disrupts business operations,"If OUTAGE_APPLICATION occurs affecting applications, business processes are interrupted.",Business processes are interrupted,"Restart or restore application, validate integrations",1,Weak,True,True,True,2026-04-28T15:39:17.283870,1,3,1,3
CL-000072,No title available,UNKNOWN,Cybersecurity,UNKNOWN,UNKNOWN impacts Cybersecurity,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to cybersecurity.",Potential disruption to Cybersecurity,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.285230,1,3,1,3
CL-000063,Microsoft investigates outage affecting Microsoft 365 apps - BleepingComputer,OUTAGE_APPLICATION,Identity & Access Management,applications,Critical application outage disrupts business operations,"If OUTAGE_APPLICATION occurs affecting applications, business processes are interrupted.",Business processes are interrupted,"Restart or restore application, validate integrations",1,Weak,True,True,True,2026-04-28T15:39:17.281151,1,3,1,3
CL-000060,Microsoft 365 outage disrupts Teams and Exchange access globally - Techzine Global,OUTAGE_APPLICATION,Identity & Access Management,applications,Critical application outage disrupts business operations,"If OUTAGE_APPLICATION occurs affecting applications, business processes are interrupted.",Business processes are interrupted,"Restart or restore application, validate integrations",1,Weak,True,True,True,2026-04-28T15:39:17.279625,1,3,1,3
CL-000107,"Banks, Shopify, Zoom Hit Again as Cloudflare's Second December Outage Reveals Your Internet's Fragility - International Business Times UK",OUTAGE_APPLICATION,Identity & Access Management,applications,Critical application outage disrupts business operations,"If OUTAGE_APPLICATION occurs affecting applications, business processes are interrupted.",Business processes are interrupted,"Restart or restore application, validate integrations",1,Weak,True,True,True,2026-04-28T15:39:17.310720,1,3,1,3
CL-000106,No title available,OUTAGE_APPLICATION,Cybersecurity,systems,Critical application outage disrupts business operations,"If OUTAGE_APPLICATION occurs affecting systems, business processes are interrupted.",Business processes are interrupted,"Restart or restore application, validate integrations",1,Weak,True,True,True,2026-04-28T15:39:17.310197,1,3,1,3
CL-000112,New HIPAA Regulations in 2026 - The HIPAA Journal,UNKNOWN,Compliance & Governance,UNKNOWN,UNKNOWN impacts Compliance & Governance,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to compliance & governance.",Potential disruption to Compliance & Governance,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.313361,1,3,1,3
CL-000113,No title available,UNKNOWN,Compliance & Governance,UNKNOWN,UNKNOWN impacts Compliance & Governance,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to compliance & governance.",Potential disruption to Compliance & Governance,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.313742,1,3,1,3
CL-000110,No title available,UNKNOWN,Transportation & Logistics,UNKNOWN,UNKNOWN impacts Transportation & Logistics,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to transportation & logistics.",Potential disruption to Transportation & Logistics,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.312140,1,3,1,3
CL-000108,No title available,UNKNOWN,Cloud Infrastructure,cloud,UNKNOWN impacts Cloud Infrastructure,"If UNKNOWN occurs affecting cloud, potential disruption to cloud infrastructure.",Potential disruption to Cloud Infrastructure,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.311089,1,3,1,3
CL-000099,Shopify Outage Resolved After Disrupting Cyber Monday Sales - The Tech Buzz,OUTAGE_APPLICATION,Identity & Access Management,applications,Critical application outage disrupts business operations,"If OUTAGE_APPLICATION occurs affecting applications, business processes are interrupted.",Business processes are interrupted,"Restart or restore application, validate integrations",1,Weak,True,True,True,2026-04-28T15:39:17.307108,1,3,1,3
CL-000100,No title available,SECURITY_BREACH,Vendor Risk,UNKNOWN,SECURITY_BREACH impacts Vendor Risk,"If SECURITY_BREACH occurs affecting UNKNOWN, potential disruption to vendor risk.",Potential disruption to Vendor Risk,Investigate recovery procedures,1,Weak,True,True,True,2026-04-28T15:39:17.307490,1,3,1,3
CL-000101,"Delta Cancels 100s of Flights at Detroit Amid Outage, DL208 Diverted and More - Aviation A2Z",OUTAGE_APPLICATION,Supplier Integration,applications,Critical application outage disrupts business operations,"If OUTAGE_APPLICATION occurs affecting applications, business processes are interrupted.",Business processes are interrupted,"Restart or restore application, validate integrations",1,Weak,True,True,True,2026-04-28T15:39:17.307992,1,3,1,3
CL-000103,Flights resume at Edinburgh Airport after air traffic control outage - BBC,OUTAGE_APPLICATION,Supplier Integration,applications,Critical application outage disrupts business operations,"If OUTAGE_APPLICATION occurs affecting applications, business processes are interrupted.",Business processes are interrupted,"Restart or restore application, validate integrations",1,Weak,True,True,True,2026-04-28T15:39:17.309005,1,3,1,3
CL-000095,Microsoft loses two senior AI infrastructure leaders as data center pressures mount - Network World,UNKNOWN,Network Infrastructure,systems,UNKNOWN impacts Network Infrastructure,"If UNKNOWN occurs affecting systems, potential disruption to network infrastructure.",Potential disruption to Network Infrastructure,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.305359,1,3,1,3
CL-000097,"Gainsight Verifies Token Breach Linked to Salesforce Advisory, Issues New IOCs - gbhackers.com",SECURITY_BREACH,Identity & Access Management,UNKNOWN,SECURITY_BREACH impacts Identity & Access Management,"If SECURITY_BREACH occurs affecting UNKNOWN, potential disruption to identity & access management.",Potential disruption to Identity & Access Management,Investigate recovery procedures,1,Weak,True,True,True,2026-04-28T15:39:17.306255,1,3,1,3
CL-000094,Bankrupt auto supplier First Brands sues ex-CEO for allegedly misusing company funds - Car Dealership Guy News,UNKNOWN,Procurement & Supply Chain,UNKNOWN,UNKNOWN impacts Procurement & Supply Chain,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to procurement & supply chain.",Potential disruption to Procurement & Supply Chain,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.304843,1,3,1,3
CL-000092,Hundreds of Salesforce customers hit by yet another third-party vendor breach - CyberScoop,SECURITY_BREACH,Vendor Risk,UNKNOWN,SECURITY_BREACH impacts Vendor Risk,"If SECURITY_BREACH occurs affecting UNKNOWN, potential disruption to vendor risk.",Potential disruption to Vendor Risk,Investigate recovery procedures,1,Weak,True,True,True,2026-04-28T15:39:17.303652,1,3,1,3
CL-000123,No title available,OUTAGE_APPLICATION,Transportation & Logistics,applications,Critical application outage disrupts business operations,"If OUTAGE_APPLICATION occurs affecting applications, business processes are interrupted.",Business processes are interrupted,"Restart or restore application, validate integrations",1,Weak,True,True,True,2026-04-28T15:39:17.318887,1,3,1,3
CL-000121,No title available,OUTAGE_APPLICATION,Transportation & Logistics,applications,Critical application outage disrupts business operations,"If OUTAGE_APPLICATION occurs affecting applications, business processes are interrupted.",Business processes are interrupted,"Restart or restore application, validate integrations",1,Weak,True,True,True,2026-04-28T15:39:17.317983,1,3,1,3
CL-000120,No title available,OUTAGE_APPLICATION,Transportation & Logistics,applications,Critical application outage disrupts business operations,"If OUTAGE_APPLICATION occurs affecting applications, business processes are interrupted.",Business processes are interrupted,"Restart or restore application, validate integrations",1,Weak,True,True,True,2026-04-28T15:39:17.316931,1,3,1,3
CL-000119,No title available,OUTAGE_APPLICATION,Transportation & Logistics,applications,Critical application outage disrupts business operations,"If OUTAGE_APPLICATION occurs affecting applications, business processes are interrupted.",Business processes are interrupted,"Restart or restore application, validate integrations",1,Weak,True,True,True,2026-04-28T15:39:17.316575,1,3,1,3
CL-000127,Cloud Compliance Requirements: What You Need to Know - appinventiv.com,UNKNOWN,Compliance & Governance,cloud,UNKNOWN impacts Compliance & Governance,"If UNKNOWN occurs affecting cloud, potential disruption to compliance & governance.",Potential disruption to Compliance & Governance,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.321835,1,3,1,3
CL-000128,No title available,UNKNOWN,Transportation & Logistics,UNKNOWN,UNKNOWN impacts Transportation & Logistics,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to transportation & logistics.",Potential disruption to Transportation & Logistics,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.322206,1,3,1,3
CL-000126,No title available,OUTAGE_APPLICATION,Network Infrastructure,applications,Critical application outage disrupts business operations,"If OUTAGE_APPLICATION occurs affecting applications, business processes are interrupted.",Business processes are interrupted,"Restart or restore application, validate integrations",1,Weak,True,True,True,2026-04-28T15:39:17.321311,1,3,1,3
CL-000124,No title available,UNKNOWN,Physical Infrastructure,UNKNOWN,UNKNOWN impacts Physical Infrastructure,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to physical infrastructure.",Potential disruption to Physical Infrastructure,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.319660,1,3,1,3
CL-000131,No title available,UNKNOWN,Transportation & Logistics,UNKNOWN,UNKNOWN impacts Transportation & Logistics,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to transportation & logistics.",Potential disruption to Transportation & Logistics,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.323581,1,3,1,3
CL-000133,Sandworm’s DynoWiper Attack Targeting Polish Combined Heat and Power and Renewable Energy Management Systems: Incident Analysis and Lessons Learned - Rescana,DESTRUCTIVE_CYBER_ATTACK,Security Operations,systems,DESTRUCTIVE_CYBER_ATTACK impacts Security Operations,"If DESTRUCTIVE_CYBER_ATTACK occurs affecting systems, potential disruption to security operations.",Potential disruption to Security Operations,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.324535,1,3,1,3
CL-000134,No title available,OUTAGE_APPLICATION,Physical Infrastructure,applications,Critical application outage disrupts business operations,"If OUTAGE_APPLICATION occurs affecting applications, business processes are interrupted.",Business processes are interrupted,"Restart or restore application, validate integrations",1,Weak,True,True,True,2026-04-28T15:39:17.324928,1,3,1,3
CL-000135,Oracle says data center outage causing issues faced by US TikTok users - Reuters,OUTAGE_APPLICATION,Physical Infrastructure,applications,Critical application outage disrupts business operations,"If OUTAGE_APPLICATION occurs affecting applications, business processes are interrupted.",Business processes are interrupted,"Restart or restore application, validate integrations",1,Weak,True,True,True,2026-04-28T15:39:17.325411,1,3,1,3
CL-000136,The 8 most innovative logistics companies using AI routing today - Transportation and Logistics International,UNKNOWN,Transportation & Logistics,UNKNOWN,UNKNOWN impacts Transportation & Logistics,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to transportation & logistics.",Potential disruption to Transportation & Logistics,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.325877,1,3,1,3
CL-000137,Oracle Data Center Power Outage Disrupts TikTok For Users In US Days After App's High-Stakes Joint Venture Deal - Yahoo Finance,OUTAGE_APPLICATION,Physical Infrastructure,applications,Critical application outage disrupts business operations,"If OUTAGE_APPLICATION occurs affecting applications, business processes are interrupted.",Business processes are interrupted,"Restart or restore application, validate integrations",1,Weak,True,True,True,2026-04-28T15:39:17.326399,1,3,1,3
CL-000129,New Reports Reinforce Cyberattack’s Role in Maduro Capture Blackout - SecurityWeek,UNKNOWN,IT Operations,UNKNOWN,UNKNOWN impacts IT Operations,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to it operations.",Potential disruption to IT Operations,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.322701,1,3,1,3
CL-000125,How to claim Verizon's $20 credit for Wednesday's service outage - Engadget,OUTAGE_APPLICATION,Transportation & Logistics,applications,Critical application outage disrupts business operations,"If OUTAGE_APPLICATION occurs affecting applications, business processes are interrupted.",Business processes are interrupted,"Restart or restore application, validate integrations",1,Weak,True,True,True,2026-04-28T15:39:17.320820,1,3,1,3
CL-000139,No title available,UNKNOWN,Distribution Operations,UNKNOWN,UNKNOWN impacts Distribution Operations,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to distribution operations.",Potential disruption to Distribution Operations,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.327270,1,3,1,3
CL-000138,Wargames Keep Warning Us About Congested Logistics—It’s Time to Take Action - Modern War Institute -,UNKNOWN,Compliance & Governance,UNKNOWN,UNKNOWN impacts Compliance & Governance,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to compliance & governance.",Potential disruption to Compliance & Governance,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.326910,1,3,1,3
CL-000141,DynoWiper Wiper Malware Launches Destructive Attacks On Energy Firms - cyberpress.org,DESTRUCTIVE_CYBER_ATTACK,Security Operations,systems,DESTRUCTIVE_CYBER_ATTACK impacts Security Operations,"If DESTRUCTIVE_CYBER_ATTACK occurs affecting systems, potential disruption to security operations.",Potential disruption to Security Operations,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.328238,1,3,1,3
CL-000140,Opinion: SpaceX’s satellite data center plan is unhinged - Fierce Network,UNKNOWN,Network Infrastructure,network,UNKNOWN impacts Network Infrastructure,"If UNKNOWN occurs affecting network, potential disruption to network infrastructure.",Potential disruption to Network Infrastructure,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.327745,1,3,1,3
CL-000143,How Agentic AI Is Redefining Route Optimization in Last-Mile Delivery - Inbound Logistics,UNKNOWN,Transportation & Logistics,UNKNOWN,UNKNOWN impacts Transportation & Logistics,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to transportation & logistics.",Potential disruption to Transportation & Logistics,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.329272,1,3,1,3
CL-000144,No title available,UNKNOWN,Procurement & Supply Chain,UNKNOWN,UNKNOWN impacts Procurement & Supply Chain,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to procurement & supply chain.",Potential disruption to Procurement & Supply Chain,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.329661,1,3,1,3
CL-000114,"Third-Party Data Breaches: What You Need to Know | Mitratech Holdings, Inc - JD Supra",SECURITY_BREACH,Vendor Risk,UNKNOWN,SECURITY_BREACH impacts Vendor Risk,"If SECURITY_BREACH occurs affecting UNKNOWN, potential disruption to vendor risk.",Potential disruption to Vendor Risk,Investigate recovery procedures,1,Weak,True,True,True,2026-04-28T15:39:17.314256,1,3,1,3
CL-000111,"A 10-Hour Data Center Outage Is Testing the Ambitions of KKR, GIP - Insurance Journal",OUTAGE_APPLICATION,Physical Infrastructure,applications,Critical application outage disrupts business operations,"If OUTAGE_APPLICATION occurs affecting applications, business processes are interrupted.",Business processes are interrupted,"Restart or restore application, validate integrations",1,Weak,True,True,True,2026-04-28T15:39:17.312668,1,3,1,3
CL-000115,"Third-Party Data Breaches: What You Need to Know | Mitratech Holdings, Inc - JD Supra",SECURITY_BREACH,Vendor Risk,UNKNOWN,SECURITY_BREACH impacts Vendor Risk,"If SECURITY_BREACH occurs affecting UNKNOWN, potential disruption to vendor risk.",Potential disruption to Vendor Risk,Investigate recovery procedures,1,Weak,True,True,True,2026-04-28T15:39:17.314738,1,3,1,3
CL-000116,Company faces legal action after worker seriously hurt in vending machine fall - kentonline.co.uk,UNKNOWN,Compliance & Governance,UNKNOWN,UNKNOWN impacts Compliance & Governance,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to compliance & governance.",Potential disruption to Compliance & Governance,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.315237,1,3,1,3
CL-000118,Domo halts production at German plants as insolvency talks collapse - Plastics News,UNKNOWN,Procurement & Supply Chain,UNKNOWN,UNKNOWN impacts Procurement & Supply Chain,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to procurement & supply chain.",Potential disruption to Procurement & Supply Chain,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.316225,1,3,1,3
CL-000117,Critical infrastructure facing cyber surge in OT and supply chains in 2026 - SC Media,UNKNOWN,Cybersecurity,systems,UNKNOWN impacts Cybersecurity,"If UNKNOWN occurs affecting systems, potential disruption to cybersecurity.",Potential disruption to Cybersecurity,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.315734,1,3,1,3
CL-000104,No title available,OUTAGE_APPLICATION,Supplier Integration,applications,Critical application outage disrupts business operations,"If OUTAGE_APPLICATION occurs affecting applications, business processes are interrupted.",Business processes are interrupted,"Restart or restore application, validate integrations",1,Weak,True,True,True,2026-04-28T15:39:17.309372,1,3,1,3
CL-000105,"Cloudflare reports issues with dashboard and related APIs, weeks after major outage - Data Center Dynamics",OUTAGE_APPLICATION,Transportation & Logistics,applications,Critical application outage disrupts business operations,"If OUTAGE_APPLICATION occurs affecting applications, business processes are interrupted.",Business processes are interrupted,"Restart or restore application, validate integrations",1,Weak,True,True,True,2026-04-28T15:39:17.309851,1,3,1,3
CL-000098,No title available,UNKNOWN,Transportation & Logistics,UNKNOWN,UNKNOWN impacts Transportation & Logistics,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to transportation & logistics.",Potential disruption to Transportation & Logistics,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.306626,1,3,1,3
CL-000093,No title available,SECURITY_BREACH,Vendor Risk,UNKNOWN,SECURITY_BREACH impacts Vendor Risk,"If SECURITY_BREACH occurs affecting UNKNOWN, potential disruption to vendor risk.",Potential disruption to Vendor Risk,Investigate recovery procedures,1,Weak,True,True,True,2026-04-28T15:39:17.304152,1,3,1,3
CL-000155,Updated: AWS Middle East Outage After Data Centers Hit by Drone Strikes - Data Center Knowledge,OUTAGE_APPLICATION,Physical Infrastructure,applications,Critical application outage disrupts business operations,"If OUTAGE_APPLICATION occurs affecting applications, business processes are interrupted.",Business processes are interrupted,"Restart or restore application, validate integrations",1,Weak,True,True,True,2026-04-28T15:39:17.335672,1,3,1,3
CL-000154,Pakistan’s Digitisation Drive Faces A Critical Test: Can Mission-Critical Systems Stay Resilient? - The Friday Times,UNKNOWN,Order Processing,systems,UNKNOWN impacts Order Processing,"If UNKNOWN occurs affecting systems, potential disruption to order processing.",Potential disruption to Order Processing,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.335057,1,3,1,3
CL-000153,No title available,UNKNOWN,Physical Infrastructure,UNKNOWN,UNKNOWN impacts Physical Infrastructure,"If UNKNOWN occurs affecting UNKNOWN, potential disruption to physical infrastructure.",Potential disruption to Physical Infrastructure,Investigate recovery procedures,1,Weak,False,True,True,2026-04-28T15:39:17.334381,1,3,1,3
